"Año","Zona","Ámbito geográfico","Tipo Residuo","Toneladas Recogidas","Nº Contenedores","Nº Habitantes / Contenedor","Nº Kgs. Recogidos / Habitante"
"2016","Zona Costa","Teulada","Vidrio","975,7","114","93","91,58"
"2016","Zona Costa","Teulada","No selectiva","5.994,9","273","39","562,69"
"2016","Zona Interior","Tormos","Totales","119,8","17","19","370,90"
"2016","Zona Interior","Tormos","Papel o Cartón","2,9","2","161","8,98"
"2016","Zona Interior","Tormos","Pilas","0,1","1","323","0,31"
"2016","Zona Interior","Tormos","Plástico","2,2","2","161","6,81"
"2016","Zona Interior","Tormos","Vidrio","10,3","2","161","31,89"
"2016","Zona Interior","Tormos","No selectiva","104,3","10","32","322,91"
"2016","Zona Interior","la Vall d'Alcalà","Totales","42,7","24","7","249,71"
"2016","Zona Interior","la Vall d'Alcalà","Papel o Cartón","1,8","4","42","10,53"
"2016","Zona Interior","la Vall d'Alcalà","Plástico","2,2","4","42","12,87"
"2016","Zona Interior","la Vall d'Alcalà","Vidrio","4,2","3","57","24,56"
"2016","Zona Interior","la Vall d'Alcalà","No selectiva","34,5","13","13","201,75"
"2016","Zona Interior","la Vall d'Ebo","Totales","112,6","20","12","463,37"
"2016","Zona Interior","la Vall d'Ebo","Papel o Cartón","5,1","5","48","20,99"
"2016","Zona Interior","la Vall d'Ebo","Plástico","5,6","5","48","23,05"
"2016","Zona Interior","la Vall d'Ebo","Vidrio","10,4","3","81","42,80"
"2016","Zona Interior","la Vall d'Ebo","No selectiva","91,5","7","34","376,54"
"2016","Zona Interior","la Vall de Gallinera","Totales","349,8","72","8","601,03"
"2016","Zona Interior","la Vall de Gallinera","Papel o Cartón","33,6","10","58","57,73"
"2016","Zona Interior","la Vall de Gallinera","Plástico","21,0","10","58","36,08"
"2016","Zona Interior","la Vall de Gallinera","Vidrio","38,0","18","32","65,29"
"2016","Zona Interior","la Vall de Gallinera","No selectiva","257,2","34","17","441,92"
"2016","Zona Interior","la Vall de Laguar","Totales","369,5","52","15","461,30"
"2016","Zona Interior","la Vall de Laguar","Papel o Cartón","38,1","8","100","47,57"
"2016","Zona Interior","la Vall de Laguar","Pilas","0,1","4","200","0,12"
"2016","Zona Interior","la Vall de Laguar","Plástico","14,2","8","100","17,73"
"2016","Zona Interior","la Vall de Laguar","Vidrio","27,5","11","72","34,33"
"2016","Zona Interior","la Vall de Laguar","No selectiva","289,6","21","38","361,55"
"2016","Zona Intermedia","el Verger","Totales","2.375,8","211","21","526,20"
"2016","Zona Intermedia","el Verger","Papel o Cartón","32,6","17","265","7,22"
"2016","Zona Intermedia","el Verger","Pilas","0,1","1","4","0,02"
"2016","Zona Intermedia","el Verger","Plástico","55,8","15","301","12,36"
"2016","Zona Intermedia","el Verger","Vidrio","87,0","31","145","19,27"
"2016","Zona Intermedia","el Verger","Otros","54,0","1","4","11,96"
"2016","Zona Intermedia","el Verger","No selectiva","2.146,3","146","30","475,37"
"2016","Zona Costa","els Poblets","Totales","824,1","130","24","253,88"
"2016","Zona Costa","els Poblets","Papel o Cartón","22,6","12","270","6,96"
"2016","Zona Costa","els Poblets","Plástico","42,7","27","120","13,15"
"2016","Zona Costa","els Poblets","Vidrio","71,7","17","190","22,09"
"2016","Zona Costa","els Poblets","No selectiva","687,1","74","43","211,68"
