"Año","Zona","Ámbito geográfico","Tipo Residuo","Toneladas Recogidas","Nº Contenedores","Nº Habitantes / Contenedor","Nº Kgs. Recogidos / Habitante"
"2019","Zona Costa","Calp","Totales","18.529,5","2.029","11","815,38"
"2019","Zona Costa","Calp","Papel o Cartón","609,1","322","70","26,80"
"2019","Zona Costa","Calp","Pilas","1,6","5","4","0,07"
"2019","Zona Costa","Calp","Plástico","551,6","322","70","24,27"
"2019","Zona Costa","Calp","Vidrio","1.332,1","222","102","58,62"
"2019","Zona Costa","Calp","No selectiva","16.035,1","1.158","19","705,61"
"2019","Zona Interior","Castell de Castells","Totales","122,2","24","18","272,16"
"2019","Zona Interior","Castell de Castells","Papel o Cartón","5,4","4","112","12,03"
"2019","Zona Interior","Castell de Castells","Pilas","0,1","3","149","0,22"
"2019","Zona Interior","Castell de Castells","Plástico","4,7","4","112","10,47"
"2019","Zona Interior","Castell de Castells","Vidrio","15,9","3","149","35,41"
"2019","Zona Interior","Castell de Castells","No selectiva","96,1","10","44","214,03"
"2019","Zona Costa","Dénia","Totales","27.646,2","2.425","17","655,65"
"2019","Zona Costa","Dénia","Papel o Cartón","798,6","305","138","18,94"
"2019","Zona Costa","Dénia","Pilas","7,5","98","430","0,18"
"2019","Zona Costa","Dénia","Plástico","870,2","326","129","20,64"
"2019","Zona Costa","Dénia","Vidrio","1.649,0","348","121","39,11"
"2019","Zona Costa","Dénia","No selectiva","24.320,9","1.348","31","576,79"
"2019","Zona Intermedia","Gata de Gorgos","Totales","1.901,3","190","31","314,32"
"2019","Zona Intermedia","Gata de Gorgos","Papel o Cartón","161,8","32","189","26,75"
"2019","Zona Intermedia","Gata de Gorgos","Pilas","0,3","2","3","0,05"
"2019","Zona Intermedia","Gata de Gorgos","Plástico","89,2","34","177","14,75"
"2019","Zona Intermedia","Gata de Gorgos","Vidrio","104,4","32","189","17,26"
"2019","Zona Intermedia","Gata de Gorgos","No selectiva","1.545,6","90","67","255,51"
"2019","Zona Intermedia","Xaló","Totales","1.055,2","129","21","385,25"
"2019","Zona Intermedia","Xaló","Papel o Cartón","59,8","8","342","21,83"
"2019","Zona Intermedia","Xaló","Pilas","0,3","2","1","0,11"
"2019","Zona Intermedia","Xaló","Plástico","53,0","8","342","19,35"
"2019","Zona Intermedia","Xaló","Vidrio","68,5","18","152","25,01"
"2019","Zona Intermedia","Xaló","No selectiva","873,6","93","29","318,95"
"2019","Zona Costa","Xàbia/Jávea","Totales","17.932,8","981","28","649,64"
"2019","Zona Costa","Xàbia/Jávea","Papel o Cartón","991,4","201","137","35,92"
"2019","Zona Costa","Xàbia/Jávea","Pilas","1,0","9","3","0,04"
"2019","Zona Costa","Xàbia/Jávea","Plástico","1.013,4","203","135","36,71"
"2019","Zona Costa","Xàbia/Jávea","Vidrio","1.662,6","241","114","60,23"
"2019","Zona Costa","Xàbia/Jávea","No selectiva","14.264,4","327","84","516,75"
"2019","Zona Intermedia","Llíber","Totales","131,5","26","35","140,64"
"2019","Zona Intermedia","Llíber","Papel o Cartón","8,1","3","311","8,66"
"2019","Zona Intermedia","Llíber","Pilas","0,1","1","935","0,11"
"2019","Zona Intermedia","Llíber","Plástico","7,9","5","187","8,45"
"2019","Zona Intermedia","Llíber","Vidrio","8,8","3","311","9,41"
"2019","Zona Intermedia","Llíber","No selectiva","106,6","14","66","114,01"
"2019","Zona Interior","Murla","Totales","119,2","14","33","253,62"
"2019","Zona Interior","Murla","Papel o Cartón","6,8","2","235","14,47"
"2019","Zona Interior","Murla","Pilas","0,1","1","470","0,21"
"2019","Zona Interior","Murla","Plástico","7,0","2","235","14,89"
"2019","Zona Interior","Murla","Vidrio","17,2","4","117","36,60"
"2019","Zona Interior","Murla","No selectiva","88,1","5","94","187,45"
"2019","Zona Intermedia","Ondara","Totales","3.211,0","165","41","465,77"
"2019","Zona Intermedia","Ondara","Papel o Cartón","192,1","21","328","27,86"
"2019","Zona Intermedia","Ondara","Pilas","1,2","3","2","0,17"
"2019","Zona Intermedia","Ondara","Plástico","71,9","39","176","10,43"
"2019","Zona Intermedia","Ondara","Vidrio","135,2","39","176","19,61"
"2019","Zona Intermedia","Ondara","No selectiva","2.810,6","63","109","407,69"
"2019","Zona Interior","Orba","Totales","927,6","192","11","426,68"
"2019","Zona Interior","Orba","Papel o Cartón","64,6","46","47","29,71"
"2019","Zona Interior","Orba","Plástico","47,8","37","58","21,99"
"2019","Zona Interior","Orba","Vidrio","73,5","16","135","33,81"
"2019","Zona Interior","Orba","No selectiva","741,7","93","23","341,17"
"2019","Zona Interior","Parcent","Totales","305,5","55","16","328,85"
"2019","Zona Interior","Parcent","Papel o Cartón","18,9","6","154","20,34"
"2019","Zona Interior","Parcent","Pilas","0,1","1","929","0,11"
"2019","Zona Interior","Parcent","Plástico","13,5","5","185","14,53"
"2019","Zona Interior","Parcent","Vidrio","34,2","6","154","36,81"
"2019","Zona Interior","Parcent","No selectiva","238,8","37","25","257,05"
"2019","Zona Intermedia","Pedreguer","Totales","3.300,9","230","33","428,74"
"2019","Zona Intermedia","Pedreguer","Papel o Cartón","86,7","38","202","11,26"
"2019","Zona Intermedia","Pedreguer","Pilas","0,2","8","962","0,03"
"2019","Zona Intermedia","Pedreguer","Plástico","63,0","24","320","8,18"
"2019","Zona Intermedia","Pedreguer","Vidrio","195,1","33","233","25,34"
"2019","Zona Intermedia","Pedreguer","No selectiva","2.955,9","127","60","383,93"
"2019","Zona Intermedia","Pego","Totales","4.157,2","437","23","410,47"
"2019","Zona Intermedia","Pego","Papel o Cartón","117,7","57","177","11,62"
"2019","Zona Intermedia","Pego","Pilas","0,1","2","5","0,01"
"2019","Zona Intermedia","Pego","Plástico","89,9","44","230","8,88"
"2019","Zona Intermedia","Pego","Vidrio","220,9","63","160","21,81"
"2019","Zona Intermedia","Pego","No selectiva","3.728,6","271","37","368,15"
"2019","Zona Interior","el Ràfol d'Almúnia","Totales","284,5","55","11","435,68"
"2019","Zona Interior","el Ràfol d'Almúnia","Papel o Cartón","8,6","9","72","13,17"
"2019","Zona Interior","el Ràfol d'Almúnia","Pilas","0,1","1","653","0,15"
"2019","Zona Interior","el Ràfol d'Almúnia","Plástico","8,3","9","72","12,71"
"2019","Zona Interior","el Ràfol d'Almúnia","Vidrio","13,4","6","108","20,52"
"2019","Zona Interior","el Ràfol d'Almúnia","No selectiva","254,1","30","21","389,13"
"2019","Zona Interior","Sagra","Totales","195,5","25","16","479,17"
"2019","Zona Interior","Sagra","Papel o Cartón","5,5","4","102","13,48"
"2019","Zona Interior","Sagra","Pilas","0,1","1","408","0,25"
"2019","Zona Interior","Sagra","Plástico","5,3","4","102","12,99"
"2019","Zona Interior","Sagra","Vidrio","13,6","2","204","33,33"
"2019","Zona Interior","Sagra","No selectiva","171,0","14","29","419,12"
"2019","Zona Interior","Sanet y Negrals","Totales","471,3","27","24","706,60"
"2019","Zona Interior","Sanet y Negrals","Papel o Cartón","5,5","4","166","8,25"
"2019","Zona Interior","Sanet y Negrals","Pilas","0,1","1","667","0,15"
"2019","Zona Interior","Sanet y Negrals","Plástico","5,2","4","166","7,80"
"2019","Zona Interior","Sanet y Negrals","Vidrio","14,2","4","166","21,29"
"2019","Zona Interior","Sanet y Negrals","No selectiva","446,3","14","47","669,12"
"2019","Zona Intermedia","Senija","Totales","146,4","25","23","250,68"
"2019","Zona Intermedia","Senija","Papel o Cartón","4,7","1","584","8,05"
"2019","Zona Intermedia","Senija","Plástico","7,3","3","194","12,50"
"2019","Zona Intermedia","Senija","Vidrio","11,1","4","146","19,01"
"2019","Zona Intermedia","Senija","No selectiva","123,3","17","34","211,13"
"2019","Zona Costa","Teulada","Totales","8.409,0","606","18","756,75"
"2019","Zona Costa","Teulada","Papel o Cartón","640,6","113","98","57,65"
"2019","Zona Costa","Teulada","Plástico","430,7","109","101","38,76"
"2019","Zona Costa","Teulada","Vidrio","1.053,0","126","88","94,76"
"2019","Zona Costa","Teulada","No selectiva","6.284,7","258","43","565,58"
"2019","Zona Interior","Tormos","Totales","114,8","19","17","337,65"
"2019","Zona Interior","Tormos","Papel o Cartón","4,0","3","113","11,76"
"2019","Zona Interior","Tormos","Pilas","0,1","1","340","0,29"
"2019","Zona Interior","Tormos","Plástico","3,8","3","113","11,18"
"2019","Zona Interior","Tormos","Vidrio","14,9","2","170","43,82"
"2019","Zona Interior","Tormos","No selectiva","92,0","10","34","270,59"
"2019","Zona Interior","la Vall d'Alcalà","Totales","26,5","8","20","158,68"
"2019","Zona Interior","la Vall d'Alcalà","Papel o Cartón","0,8","2","83","4,79"
"2019","Zona Interior","la Vall d'Alcalà","Plástico","1,1","2","83","6,59"
"2019","Zona Interior","la Vall d'Alcalà","Vidrio","1,9","2","83","11,38"
"2019","Zona Interior","la Vall d'Alcalà","No selectiva","22,7","2","83","135,93"
"2019","Zona Interior","la Vall d'Ebo","Totales","119,6","22","9","553,70"
"2019","Zona Interior","la Vall d'Ebo","Papel o Cartón","3,8","5","43","17,59"
"2019","Zona Interior","la Vall d'Ebo","Plástico","5,4","5","43","25,00"
"2019","Zona Interior","la Vall d'Ebo","Vidrio","10,6","3","72","49,07"
"2019","Zona Interior","la Vall d'Ebo","No selectiva","99,8","9","24","462,04"
"2019","Zona Interior","la Vall de Gallinera","Totales","315,5","74","7","552,54"
"2019","Zona Interior","la Vall de Gallinera","Papel o Cartón","32,8","11","51","57,44"
"2019","Zona Interior","la Vall de Gallinera","Plástico","20,8","10","57","36,43"
"2019","Zona Interior","la Vall de Gallinera","Vidrio","30,9","19","30","54,12"
"2019","Zona Interior","la Vall de Gallinera","No selectiva","231,0","34","16","404,55"
"2019","Zona Interior","la Vall de Laguar","Totales","295,0","50","16","348,70"
"2019","Zona Interior","la Vall de Laguar","Papel o Cartón","6,9","8","105","8,16"
"2019","Zona Interior","la Vall de Laguar","Pilas","0,1","4","211","0,12"
"2019","Zona Interior","la Vall de Laguar","Plástico","15,7","7","120","18,56"
"2019","Zona Interior","la Vall de Laguar","Vidrio","26,9","10","84","31,80"
"2019","Zona Interior","la Vall de Laguar","No selectiva","245,4","21","40","290,07"
"2019","Zona Intermedia","el Verger","Totales","2.303,3","265","17","496,40"
"2019","Zona Intermedia","el Verger","Papel o Cartón","53,3","38","122","11,49"
"2019","Zona Intermedia","el Verger","Pilas","0,1","1","4","0,02"
"2019","Zona Intermedia","el Verger","Plástico","55,3","41","113","11,92"
"2019","Zona Intermedia","el Verger","Vidrio","92,4","38","122","19,91"
"2019","Zona Intermedia","el Verger","Otros","54,0","1","4","11,64"
"2019","Zona Intermedia","el Verger","No selectiva","2.048,2","146","31","441,42"
"2019","Zona Costa","els Poblets","Totales","1.025,9","143","18","379,26"
"2019","Zona Costa","els Poblets","Papel o Cartón","39,2","14","193","14,49"
"2019","Zona Costa","els Poblets","Plástico","71,3","30","90","26,36"
"2019","Zona Costa","els Poblets","Vidrio","76,7","19","142","28,35"
"2019","Zona Costa","els Poblets","No selectiva","838,7","80","33","310,06"
"2018","-","La Marina Alta","Totales","102.493,8","8.654","19","596,50"
"2018","-","La Marina Alta","Papel o Cartón","3.980,5","1.337","128","23,17"
"2018","-","La Marina Alta","Pilas","13,9","165","1","0,08"
"2018","-","La Marina Alta","Plástico","3.527,3","1.054","163","20,53"
"2018","-","La Marina Alta","Vidrio","7.609,8","1.384","124","44,29"
"2018","-","La Marina Alta","Otros","54,0","1","171","0,31"
"2018","-","La Marina Alta","No selectiva","87.308,3","4.713","36","508,12"
"2018","-","Zona Costa","Totales","75.427,2","5.956","18","696,43"
"2018","-","Zona Costa","Papel o Cartón","2.841,7","934","115","26,24"
"2018","-","Zona Costa","Pilas","10,1","112","967","0,09"
"2018","-","Zona Costa","Plástico","2.758,6","659","164","25,47"
"2018","-","Zona Costa","Vidrio","5.946,1","962","112","54,90"
"2018","-","Zona Costa","No selectiva","63.870,7","3.289","32","589,72"
"2018","-","Zona Intermedia","Totales","21.498,1","1.899","26","431,23"
"2018","-","Zona Intermedia","Papel o Cartón","872,7","266","187","17,51"
"2018","-","Zona Intermedia","Pilas","2,5","34","1","0,05"
"2018","-","Zona Intermedia","Plástico","552,3","266","187","11,08"
"2018","-","Zona Intermedia","Vidrio","1.193,0","296","168","23,93"
"2018","-","Zona Intermedia","Otros","54,0","1","49","1,08"
"2018","-","Zona Intermedia","No selectiva","18.823,6","1.036","48","377,58"
"2018","-","Zona Interior","Totales","5.568,5","799","17","407,44"
"2018","-","Zona Interior","Papel o Cartón","266,1","137","99","19,47"
"2018","-","Zona Interior","Pilas","1,3","19","719","0,10"
"2018","-","Zona Interior","Plástico","216,4","129","105","15,83"
"2018","-","Zona Interior","Vidrio","470,7","126","108","34,44"
"2018","-","Zona Interior","No selectiva","4.614,0","388","35","337,60"
"2018","Zona Interior","l'Atzúbia","Totales","239,2","30","22","361,88"
"2018","Zona Interior","l'Atzúbia","Papel o Cartón","29,4","8","82","44,48"
"2018","Zona Interior","l'Atzúbia","Pilas","0,1","1","661","0,15"
"2018","Zona Interior","l'Atzúbia","Plástico","13,0","7","94","19,67"
"2018","Zona Interior","l'Atzúbia","Vidrio","24,6","6","110","37,22"
"2018","Zona Interior","l'Atzúbia","No selectiva","172,1","8","82","260,36"
"2018","Zona Interior","Alcalalí","Totales","537,7","80","16","414,25"
"2018","Zona Interior","Alcalalí","Papel o Cartón","27,5","18","72","21,19"
"2018","Zona Interior","Alcalalí","Pilas","0,1","1","1","0,08"
"2018","Zona Interior","Alcalalí","Plástico","25,4","16","81","19,57"
"2018","Zona Interior","Alcalalí","Vidrio","54,6","17","76","42,06"
"2018","Zona Interior","Alcalalí","No selectiva","430,1","28","46","331,36"
"2018","Zona Interior","Beniarbeig","Totales","820,1","62","31","413,57"
"2018","Zona Interior","Beniarbeig","Papel o Cartón","18,1","6","330","9,13"
"2018","Zona Interior","Beniarbeig","Pilas","0,1","1","1","0,05"
"2018","Zona Interior","Beniarbeig","Plástico","18,8","6","330","9,48"
"2018","Zona Interior","Beniarbeig","Vidrio","56,3","16","123","28,39"
"2018","Zona Interior","Beniarbeig","No selectiva","726,8","33","60","366,52"
"2018","Zona Interior","Benigembla","Totales","76,5","13","34","172,30"
"2018","Zona Interior","Benigembla","Papel o Cartón","2,7","2","222","6,08"
"2018","Zona Interior","Benigembla","Pilas","0,1","1","444","0,23"
"2018","Zona Interior","Benigembla","Plástico","2,2","2","222","4,95"
"2018","Zona Interior","Benigembla","Vidrio","3,4","1","444","7,66"
"2018","Zona Interior","Benigembla","No selectiva","68,1","7","63","153,38"
"2018","Zona Interior","Benidoleig","Totales","425,1","45","24","382,97"
"2018","Zona Interior","Benidoleig","Papel o Cartón","9,1","3","370","8,20"
"2018","Zona Interior","Benidoleig","Plástico","15,9","8","138","14,32"
"2018","Zona Interior","Benidoleig","Vidrio","44,3","7","158","39,91"
"2018","Zona Interior","Benidoleig","No selectiva","355,8","27","41","320,54"
"2018","Zona Interior","Benimeli","Totales","141,5","15","27","345,12"
"2018","Zona Interior","Benimeli","Papel o Cartón","3,7","2","205","9,02"
"2018","Zona Interior","Benimeli","Pilas","0,1","2","205","0,24"
"2018","Zona Interior","Benimeli","Plástico","3,9","3","136","9,51"
"2018","Zona Interior","Benimeli","Vidrio","6,0","3","136","14,63"
"2018","Zona Interior","Benimeli","No selectiva","127,8","5","82","311,71"
"2018","Zona Intermedia","Benissa","Totales","5.393,8","450","23","500,91"
"2018","Zona Intermedia","Benissa","Papel o Cartón","228,0","67","160","21,17"
"2018","Zona Intermedia","Benissa","Pilas","0,2","15","717","0,02"
"2018","Zona Intermedia","Benissa","Plástico","151,6","77","139","14,08"
"2018","Zona Intermedia","Benissa","Vidrio","402,3","77","139","37,36"
"2018","Zona Intermedia","Benissa","No selectiva","4.611,7","214","50","428,28"
"2018","Zona Costa","Poble Nou de Benitatxell","Totales","2.468,4","297","13","597,68"
"2018","Zona Costa","Poble Nou de Benitatxell","Papel o Cartón","107,3","71","58","25,98"
"2018","Zona Costa","Poble Nou de Benitatxell","Plástico","79,1","71","58","19,15"
"2018","Zona Costa","Poble Nou de Benitatxell","Vidrio","197,2","36","114","47,75"
"2018","Zona Costa","Poble Nou de Benitatxell","No selectiva","2.084,8","119","34","504,79"
"2018","Zona Costa","Calp","Totales","18.046,4","1.735","12","834,21"
"2018","Zona Costa","Calp","Papel o Cartón","263,4","322","67","12,18"
"2018","Zona Costa","Calp","Pilas","1,6","5","4","0,07"
"2018","Zona Costa","Calp","Plástico","509,4","56","386","23,55"
"2018","Zona Costa","Calp","Vidrio","1.240,0","196","110","57,32"
"2018","Zona Costa","Calp","No selectiva","16.032,0","1.156","18","741,09"
"2018","Zona Interior","Castell de Castells","Totales","118,4","23","18","272,18"
"2018","Zona Interior","Castell de Castells","Papel o Cartón","5,4","4","108","12,41"
"2018","Zona Interior","Castell de Castells","Pilas","0,1","3","145","0,23"
"2018","Zona Interior","Castell de Castells","Plástico","4,7","4","108","10,80"
"2018","Zona Interior","Castell de Castells","Vidrio","11,3","2","217","25,98"
"2018","Zona Interior","Castell de Castells","No selectiva","96,9","10","43","222,76"
"2018","Zona Costa","Dénia","Totales","27.561,4","2.213","18","660,42"
"2018","Zona Costa","Dénia","Papel o Cartón","778,0","215","194","18,64"
"2018","Zona Costa","Dénia","Pilas","7,5","98","425","0,18"
"2018","Zona Costa","Dénia","Plástico","789,9","204","204","18,93"
"2018","Zona Costa","Dénia","Vidrio","1.628,9","346","120","39,03"
"2018","Zona Costa","Dénia","No selectiva","24.357,1","1.350","30","583,64"
"2018","Zona Intermedia","Gata de Gorgos","Totales","1.873,2","190","31","317,87"
"2018","Zona Intermedia","Gata de Gorgos","Papel o Cartón","150,6","32","184","25,56"
"2018","Zona Intermedia","Gata de Gorgos","Pilas","0,3","2","2","0,05"
"2018","Zona Intermedia","Gata de Gorgos","Plástico","85,0","34","173","14,42"
"2018","Zona Intermedia","Gata de Gorgos","Vidrio","89,6","32","184","15,20"
"2018","Zona Intermedia","Gata de Gorgos","No selectiva","1.547,7","90","65","262,63"
"2018","Zona Intermedia","Xaló","Totales","1.045,2","155","17","389,56"
"2018","Zona Intermedia","Xaló","Papel o Cartón","54,6","21","127","20,35"
"2018","Zona Intermedia","Xaló","Pilas","0,3","2","1","0,11"
"2018","Zona Intermedia","Xaló","Plástico","47,5","21","127","17,70"
"2018","Zona Intermedia","Xaló","Vidrio","71,7","18","149","26,72"
"2018","Zona Intermedia","Xaló","No selectiva","871,1","93","28","324,67"
"2018","Zona Costa","Xàbia/Jávea","Totales","18.039,4","965","28","662,63"
"2018","Zona Costa","Xàbia/Jávea","Papel o Cartón","1.132,2","201","135","41,59"
"2018","Zona Costa","Xàbia/Jávea","Pilas","1,0","9","3","0,04"
"2018","Zona Costa","Xàbia/Jávea","Plástico","915,2","189","144","33,62"
"2018","Zona Costa","Xàbia/Jávea","Vidrio","1.729,9","240","113","63,54"
"2018","Zona Costa","Xàbia/Jávea","No selectiva","14.261,1","326","83","523,84"
"2018","Zona Intermedia","Llíber","Totales","132,0","26","40","125,59"
"2018","Zona Intermedia","Llíber","Papel o Cartón","6,9","3","350","6,57"
"2018","Zona Intermedia","Llíber","Pilas","0,1","1","1","0,10"
"2018","Zona Intermedia","Llíber","Plástico","6,1","5","210","5,80"
"2018","Zona Intermedia","Llíber","Vidrio","10,3","3","350","9,80"
"2018","Zona Intermedia","Llíber","No selectiva","108,6","14","75","103,33"
"2018","Zona Interior","Murla","Totales","122,2","12","41","247,87"
"2018","Zona Interior","Murla","Papel o Cartón","7,0","2","246","14,20"
"2018","Zona Interior","Murla","Pilas","0,1","1","493","0,20"
"2018","Zona Interior","Murla","Plástico","7,2","2","246","14,60"
"2018","Zona Interior","Murla","Vidrio","17,5","2","246","35,50"
"2018","Zona Interior","Murla","No selectiva","90,4","5","98","183,37"
"2018","Zona Intermedia","Ondara","Totales","3.178,1","143","47","466,34"
"2018","Zona Intermedia","Ondara","Papel o Cartón","166,1","23","296","24,37"
"2018","Zona Intermedia","Ondara","Pilas","1,2","3","2","0,18"
"2018","Zona Intermedia","Ondara","Plástico","70,4","21","324","10,33"
"2018","Zona Intermedia","Ondara","Vidrio","128,4","33","206","18,84"
"2018","Zona Intermedia","Ondara","No selectiva","2.812,0","63","108","412,62"
"2018","Zona Interior","Orba","Totales","932,1","191","11","441,54"
"2018","Zona Interior","Orba","Papel o Cartón","64,6","46","45","30,60"
"2018","Zona Interior","Orba","Plástico","47,9","37","57","22,69"
"2018","Zona Interior","Orba","Vidrio","77,8","16","131","36,85"
"2018","Zona Interior","Orba","No selectiva","741,8","92","22","351,40"
"2018","Zona Interior","Parcent","Totales","294,4","54","16","324,23"
"2018","Zona Interior","Parcent","Papel o Cartón","15,0","5","181","16,52"
"2018","Zona Interior","Parcent","Pilas","0,1","1","908","0,11"
"2018","Zona Interior","Parcent","Plástico","11,1","5","181","12,22"
"2018","Zona Interior","Parcent","Vidrio","32,8","6","151","36,12"
"2018","Zona Interior","Parcent","No selectiva","235,4","37","24","259,25"
"2018","Zona Intermedia","Pedreguer","Totales","3.297,0","231","32","440,19"
"2018","Zona Intermedia","Pedreguer","Papel o Cartón","81,4","38","197","10,87"
"2018","Zona Intermedia","Pedreguer","Pilas","0,2","8","936","0,03"
"2018","Zona Intermedia","Pedreguer","Plástico","62,2","24","312","8,30"
"2018","Zona Intermedia","Pedreguer","Vidrio","190,3","33","226","25,41"
"2018","Zona Intermedia","Pedreguer","No selectiva","2.962,9","128","58","395,58"
"2018","Zona Intermedia","Pego","Totales","4.159,6","451","22","413,81"
"2018","Zona Intermedia","Pego","Papel o Cartón","148,7","62","162","14,79"
"2018","Zona Intermedia","Pego","Pilas","0,1","2","5","0,01"
"2018","Zona Intermedia","Pego","Plástico","74,3","53","189","7,39"
"2018","Zona Intermedia","Pego","Vidrio","204,3","63","159","20,32"
"2018","Zona Intermedia","Pego","No selectiva","3.732,2","271","37","371,29"
"2018","Zona Interior","el Ràfol d'Almúnia","Totales","284,2","44","14","441,30"
"2018","Zona Interior","el Ràfol d'Almúnia","Papel o Cartón","7,3","3","214","11,34"
"2018","Zona Interior","el Ràfol d'Almúnia","Pilas","0,1","1","644","0,16"
"2018","Zona Interior","el Ràfol d'Almúnia","Plástico","7,6","3","214","11,80"
"2018","Zona Interior","el Ràfol d'Almúnia","Vidrio","16,3","6","107","25,31"
"2018","Zona Interior","el Ràfol d'Almúnia","No selectiva","252,9","31","20","392,70"
"2018","Zona Interior","Sagra","Totales","193,1","21","18","496,40"
"2018","Zona Interior","Sagra","Papel o Cartón","4,9","2","194","12,60"
"2018","Zona Interior","Sagra","Pilas","0,1","1","389","0,26"
"2018","Zona Interior","Sagra","Plástico","5,2","2","194","13,37"
"2018","Zona Interior","Sagra","Vidrio","12,1","2","194","31,11"
"2018","Zona Interior","Sagra","No selectiva","170,8","14","27","439,07"
"2018","Zona Interior","Sanet y Negrals","Totales","472,0","23","28","728,40"
"2018","Zona Interior","Sanet y Negrals","Papel o Cartón","4,4","2","324","6,79"
"2018","Zona Interior","Sanet y Negrals","Pilas","0,1","1","648","0,15"
"2018","Zona Interior","Sanet y Negrals","Plástico","4,7","2","324","7,25"
"2018","Zona Interior","Sanet y Negrals","Vidrio","15,2","4","162","23,46"
"2018","Zona Interior","Sanet y Negrals","No selectiva","447,6","14","46","690,74"
"2018","Zona Intermedia","Senija","Totales","144,2","26","22","248,19"
"2018","Zona Intermedia","Senija","Papel o Cartón","5,2","2","290","8,95"
"2018","Zona Intermedia","Senija","Plástico","6,5","3","193","11,19"
"2018","Zona Intermedia","Senija","Vidrio","9,6","4","145","16,52"
"2018","Zona Intermedia","Senija","No selectiva","122,9","17","34","211,53"
"2018","Zona Costa","Teulada","Totales","8.306,0","606","17","774,67"
"2018","Zona Costa","Teulada","Papel o Cartón","527,2","112","95","49,17"
"2018","Zona Costa","Teulada","Plástico","397,2","109","98","37,05"
"2018","Zona Costa","Teulada","Vidrio","1.073,8","126","85","100,15"
"2018","Zona Costa","Teulada","No selectiva","6.307,8","259","41","588,30"
"2018","Zona Interior","Tormos","Totales","107,4","17","19","319,64"
"2018","Zona Interior","Tormos","Papel o Cartón","2,6","2","168","7,74"
"2018","Zona Interior","Tormos","Pilas","0,1","1","336","0,30"
"2018","Zona Interior","Tormos","Plástico","2,7","2","168","8,04"
"2018","Zona Interior","Tormos","Vidrio","11,4","2","168","33,93"
"2018","Zona Interior","Tormos","No selectiva","90,6","10","33","269,64"
"2018","Zona Interior","la Vall d'Alcalà","Totales","36,6","11","14","223,17"
"2018","Zona Interior","la Vall d'Alcalà","Papel o Cartón","1,7","3","54","10,37"
"2018","Zona Interior","la Vall d'Alcalà","Plástico","3,0","3","54","18,29"
"2018","Zona Interior","la Vall d'Alcalà","Vidrio","2,8","2","82","17,07"
"2018","Zona Interior","la Vall d'Alcalà","No selectiva","29,1","3","54","177,44"
"2018","Zona Interior","la Vall d'Ebo","Totales","124,9","24","9","557,59"
"2018","Zona Interior","la Vall d'Ebo","Papel o Cartón","4,0","5","44","17,86"
"2018","Zona Interior","la Vall d'Ebo","Plástico","7,1","5","44","31,70"
"2018","Zona Interior","la Vall d'Ebo","Vidrio","13,9","5","44","62,05"
"2018","Zona Interior","la Vall d'Ebo","No selectiva","99,9","9","24","445,98"
"2018","Zona Interior","la Vall de Gallinera","Totales","322,3","72","8","547,20"
"2018","Zona Interior","la Vall de Gallinera","Papel o Cartón","32,6","10","58","55,35"
"2018","Zona Interior","la Vall de Gallinera","Plástico","20,4","10","58","34,63"
"2018","Zona Interior","la Vall de Gallinera","Vidrio","37,3","18","32","63,33"
"2018","Zona Interior","la Vall de Gallinera","No selectiva","232,0","34","17","393,89"
"2018","Zona Interior","la Vall de Laguar","Totales","320,8","62","13","391,22"
"2018","Zona Interior","la Vall de Laguar","Papel o Cartón","26,1","14","58","31,83"
"2018","Zona Interior","la Vall de Laguar","Pilas","0,1","4","205","0,12"
"2018","Zona Interior","la Vall de Laguar","Plástico","15,6","12","68","19,02"
"2018","Zona Interior","la Vall de Laguar","Vidrio","33,1","11","74","40,37"
"2018","Zona Interior","la Vall de Laguar","No selectiva","245,9","21","39","299,88"
"2018","Zona Intermedia","el Verger","Totales","2.275,0","227","19","503,32"
"2018","Zona Intermedia","el Verger","Papel o Cartón","31,2","18","251","6,90"
"2018","Zona Intermedia","el Verger","Pilas","0,1","1","4","0,02"
"2018","Zona Intermedia","el Verger","Plástico","48,7","28","161","10,77"
"2018","Zona Intermedia","el Verger","Vidrio","86,5","33","136","19,14"
"2018","Zona Intermedia","el Verger","Otros","54,0","1","4","11,95"
"2018","Zona Intermedia","el Verger","No selectiva","2.054,5","146","30","454,54"
"2018","Zona Costa","els Poblets","Totales","1.005,6","140","20","351,12"
"2018","Zona Costa","els Poblets","Papel o Cartón","33,6","13","220","11,73"
"2018","Zona Costa","els Poblets","Plástico","67,8","30","95","23,67"
"2018","Zona Costa","els Poblets","Vidrio","76,3","18","159","26,64"
"2018","Zona Costa","els Poblets","No selectiva","827,9","79","36","289,07"
"2017","-","La Marina Alta","Totales","97.053,0","8.498","19","573,17"
"2017","-","La Marina Alta","Papel o Cartón","3.675,5","1.114","152","21,71"
"2017","-","La Marina Alta","Pilas","10,4","152","1","0,06"
"2017","-","La Marina Alta","Plástico","2.925,1","1.057","160","17,27"
"2017","-","La Marina Alta","Vidrio","7.446,8","1.372","123","43,98"
"2017","-","La Marina Alta","Otros","54,0","1","169","0,32"
"2017","-","La Marina Alta","No selectiva","82.941,2","4.802","35","489,83"
"2017","-","Zona Costa","Totales","71.436,5","5.827","18","670,92"
"2017","-","Zona Costa","Papel o Cartón","2.643,2","735","144","24,82"
"2017","-","Zona Costa","Pilas","8,5","107","995","0,08"
