"Año","Zona","Ámbito geográfico","Sexo","Nacionalidad","Total Inmigraciones","Total Emigraciones","Saldo Migratorio"
"2023","Zona Costa","els Poblets","Totales","Extranjeros","130","162","-32"
"2023","Zona Costa","els Poblets","Hombres","Total","137","137","0"
"2023","Zona Costa","els Poblets","Hombres","Españoles","73","62","11"
"2023","Zona Costa","els Poblets","Hombres","Extranjeros","64","75","-11"
"2023","Zona Costa","els Poblets","Mujeres","Total","136","171","-35"
"2023","Zona Costa","els Poblets","Mujeres","Españoles","70","84","-14"
"2023","Zona Costa","els Poblets","Mujeres","Extranjeros","66","87","-21"
"2022","-","Comunitat Valenciana","Totales","Total","238.343","117.070","121.273"
"2022","-","Comunitat Valenciana","Totales","Españoles","54.910","47.039","7.871"
"2022","-","Comunitat Valenciana","Totales","Extranjeros","183.433","70.031","113.402"
"2022","-","Comunitat Valenciana","Hombres","Total","117.960","61.839","56.121"
"2022","-","Comunitat Valenciana","Hombres","Españoles","27.940","23.937","4.003"
"2022","-","Comunitat Valenciana","Hombres","Extranjeros","90.020","37.902","52.118"
"2022","-","Comunitat Valenciana","Mujeres","Total","120.383","55.231","65.152"
"2022","-","Comunitat Valenciana","Mujeres","Españoles","26.970","23.102","3.868"
"2022","-","Comunitat Valenciana","Mujeres","Extranjeros","93.413","32.129","61.284"
"2022","-","Provincia de Alicante","Totales","Total","112.273","60.580","51.693"
"2022","-","Provincia de Alicante","Totales","Españoles","27.528","26.611","917"
"2022","-","Provincia de Alicante","Totales","Extranjeros","84.745","33.969","50.776"
"2022","-","Provincia de Alicante","Hombres","Total","55.551","31.785","23.766"
"2022","-","Provincia de Alicante","Hombres","Españoles","13.908","13.526","382"
"2022","-","Provincia de Alicante","Hombres","Extranjeros","41.643","18.259","23.384"
"2022","-","Provincia de Alicante","Mujeres","Total","56.722","28.795","27.927"
"2022","-","Provincia de Alicante","Mujeres","Españoles","13.620","13.085","535"
"2022","-","Provincia de Alicante","Mujeres","Extranjeros","43.102","15.710","27.392"
"2022","-","La Marina Alta","Totales","Total","20.793","13.736","7.057"
"2022","-","La Marina Alta","Totales","Españoles","8.158","8.202","-44"
"2022","-","La Marina Alta","Totales","Extranjeros","12.635","5.534","7.101"
"2022","-","La Marina Alta","Hombres","Total","10.186","6.763","3.423"
"2022","-","La Marina Alta","Hombres","Españoles","3.997","3.991","6"
"2022","-","La Marina Alta","Hombres","Extranjeros","6.189","2.772","3.417"
"2022","-","La Marina Alta","Mujeres","Total","10.607","6.973","3.634"
"2022","-","La Marina Alta","Mujeres","Españoles","4.161","4.211","-50"
"2022","-","La Marina Alta","Mujeres","Extranjeros","6.446","2.762","3.684"
"2022","-","Zona Costa","Totales","Total","14.159","9.205","4.954"
"2022","-","Zona Costa","Totales","Españoles","4.512","5.058","-546"
"2022","-","Zona Costa","Totales","Extranjeros","9.647","4.147","5.500"
"2022","-","Zona Costa","Hombres","Total","6.939","4.511","2.428"
"2022","-","Zona Costa","Hombres","Españoles","2.239","2.428","-189"
"2022","-","Zona Costa","Hombres","Extranjeros","4.700","2.083","2.617"
"2022","-","Zona Costa","Mujeres","Total","7.220","4.694","2.526"
"2022","-","Zona Costa","Mujeres","Españoles","2.273","2.630","-357"
"2022","-","Zona Costa","Mujeres","Extranjeros","4.947","2.064","2.883"
"2022","-","Zona Intermedia","Totales","Total","4.979","3.424","1.555"
"2022","-","Zona Intermedia","Totales","Españoles","2.643","2.404","239"
"2022","-","Zona Intermedia","Totales","Extranjeros","2.336","1.020","1.316"
"2022","-","Zona Intermedia","Hombres","Total","2.454","1.715","739"
"2022","-","Zona Intermedia","Hombres","Españoles","1.280","1.209","71"
"2022","-","Zona Intermedia","Hombres","Extranjeros","1.174","506","668"
"2022","-","Zona Intermedia","Mujeres","Total","2.525","1.709","816"
"2022","-","Zona Intermedia","Mujeres","Españoles","1.363","1.195","168"
"2022","-","Zona Intermedia","Mujeres","Extranjeros","1.162","514","648"
"2022","-","Zona Interior","Totales","Total","1.655","1.107","548"
"2022","-","Zona Interior","Totales","Españoles","1.003","740","263"
"2022","-","Zona Interior","Totales","Extranjeros","652","367","285"
"2022","-","Zona Interior","Hombres","Total","793","537","256"
"2022","-","Zona Interior","Hombres","Españoles","478","354","124"
"2022","-","Zona Interior","Hombres","Extranjeros","315","183","132"
"2022","-","Zona Interior","Mujeres","Total","862","570","292"
"2022","-","Zona Interior","Mujeres","Españoles","525","386","139"
"2022","-","Zona Interior","Mujeres","Extranjeros","337","184","153"
"2022","Zona Interior","l'Atzúbia","Totales","Total","74","74","0"
"2022","Zona Interior","l'Atzúbia","Totales","Españoles","42","42","0"
"2022","Zona Interior","l'Atzúbia","Totales","Extranjeros","32","32","0"
"2022","Zona Interior","l'Atzúbia","Hombres","Total","36","36","0"
"2022","Zona Interior","l'Atzúbia","Hombres","Españoles","19","23","-4"
"2022","Zona Interior","l'Atzúbia","Hombres","Extranjeros","17","13","4"
"2022","Zona Interior","l'Atzúbia","Mujeres","Total","38","38","0"
"2022","Zona Interior","l'Atzúbia","Mujeres","Españoles","23","19","4"
"2022","Zona Interior","l'Atzúbia","Mujeres","Extranjeros","15","19","-4"
"2022","Zona Interior","Alcalalí","Totales","Total","166","75","91"
"2022","Zona Interior","Alcalalí","Totales","Españoles","98","52","46"
"2022","Zona Interior","Alcalalí","Totales","Extranjeros","68","23","45"
"2022","Zona Interior","Alcalalí","Hombres","Total","83","34","49"
"2022","Zona Interior","Alcalalí","Hombres","Españoles","53","24","29"
"2022","Zona Interior","Alcalalí","Hombres","Extranjeros","30","10","20"
"2022","Zona Interior","Alcalalí","Mujeres","Total","83","41","42"
"2022","Zona Interior","Alcalalí","Mujeres","Españoles","45","28","17"
"2022","Zona Interior","Alcalalí","Mujeres","Extranjeros","38","13","25"
"2022","Zona Interior","Beniarbeig","Totales","Total","287","184","103"
"2022","Zona Interior","Beniarbeig","Totales","Españoles","206","136","70"
"2022","Zona Interior","Beniarbeig","Totales","Extranjeros","81","48","33"
"2022","Zona Interior","Beniarbeig","Hombres","Total","138","94","44"
"2022","Zona Interior","Beniarbeig","Hombres","Españoles","99","64","35"
"2022","Zona Interior","Beniarbeig","Hombres","Extranjeros","39","30","9"
"2022","Zona Interior","Beniarbeig","Mujeres","Total","149","90","59"
"2022","Zona Interior","Beniarbeig","Mujeres","Españoles","107","72","35"
"2022","Zona Interior","Beniarbeig","Mujeres","Extranjeros","42","18","24"
"2022","Zona Interior","Benigembla","Totales","Total","56","35","21"
"2022","Zona Interior","Benigembla","Totales","Españoles","36","19","17"
"2022","Zona Interior","Benigembla","Totales","Extranjeros","20","16","4"
"2022","Zona Interior","Benigembla","Hombres","Total","25","19","6"
"2022","Zona Interior","Benigembla","Hombres","Españoles","16","8","8"
"2022","Zona Interior","Benigembla","Hombres","Extranjeros","9","11","-2"
"2022","Zona Interior","Benigembla","Mujeres","Total","31","16","15"
"2022","Zona Interior","Benigembla","Mujeres","Españoles","20","11","9"
"2022","Zona Interior","Benigembla","Mujeres","Extranjeros","11","5","6"
"2022","Zona Interior","Benidoleig","Totales","Total","123","107","16"
"2022","Zona Interior","Benidoleig","Totales","Españoles","66","66","0"
"2022","Zona Interior","Benidoleig","Totales","Extranjeros","57","41","16"
"2022","Zona Interior","Benidoleig","Hombres","Total","64","47","17"
"2022","Zona Interior","Benidoleig","Hombres","Españoles","35","28","7"
"2022","Zona Interior","Benidoleig","Hombres","Extranjeros","29","19","10"
"2022","Zona Interior","Benidoleig","Mujeres","Total","59","60","-1"
"2022","Zona Interior","Benidoleig","Mujeres","Españoles","31","38","-7"
"2022","Zona Interior","Benidoleig","Mujeres","Extranjeros","28","22","6"
"2022","Zona Interior","Benimeli","Totales","Total","78","39","39"
"2022","Zona Interior","Benimeli","Totales","Españoles","57","35","22"
"2022","Zona Interior","Benimeli","Totales","Extranjeros","21","4","17"
"2022","Zona Interior","Benimeli","Hombres","Total","33","18","15"
"2022","Zona Interior","Benimeli","Hombres","Españoles","23","16","7"
"2022","Zona Interior","Benimeli","Hombres","Extranjeros","10","2","8"
"2022","Zona Interior","Benimeli","Mujeres","Total","45","21","24"
"2022","Zona Interior","Benimeli","Mujeres","Españoles","34","19","15"
"2022","Zona Interior","Benimeli","Mujeres","Extranjeros","11","2","9"
"2022","Zona Intermedia","Benissa","Totales","Total","1.220","868","352"
"2022","Zona Intermedia","Benissa","Totales","Españoles","498","497","1"
"2022","Zona Intermedia","Benissa","Totales","Extranjeros","722","371","351"
"2022","Zona Intermedia","Benissa","Hombres","Total","608","417","191"
"2022","Zona Intermedia","Benissa","Hombres","Españoles","243","237","6"
"2022","Zona Intermedia","Benissa","Hombres","Extranjeros","365","180","185"
"2022","Zona Intermedia","Benissa","Mujeres","Total","612","451","161"
"2022","Zona Intermedia","Benissa","Mujeres","Españoles","255","260","-5"
"2022","Zona Intermedia","Benissa","Mujeres","Extranjeros","357","191","166"
"2022","Zona Costa","Poble Nou de Benitatxell","Totales","Total","687","480","207"
"2022","Zona Costa","Poble Nou de Benitatxell","Totales","Españoles","270","280","-10"
"2022","Zona Costa","Poble Nou de Benitatxell","Totales","Extranjeros","417","200","217"
"2022","Zona Costa","Poble Nou de Benitatxell","Hombres","Total","347","231","116"
"2022","Zona Costa","Poble Nou de Benitatxell","Hombres","Españoles","142","130","12"
"2022","Zona Costa","Poble Nou de Benitatxell","Hombres","Extranjeros","205","101","104"
"2022","Zona Costa","Poble Nou de Benitatxell","Mujeres","Total","340","249","91"
"2022","Zona Costa","Poble Nou de Benitatxell","Mujeres","Españoles","128","150","-22"
"2022","Zona Costa","Poble Nou de Benitatxell","Mujeres","Extranjeros","212","99","113"
"2022","Zona Costa","Calp","Totales","Total","3.893","2.263","1.630"
"2022","Zona Costa","Calp","Totales","Españoles","1.000","974","26"
"2022","Zona Costa","Calp","Totales","Extranjeros","2.893","1.289","1.604"
"2022","Zona Costa","Calp","Hombres","Total","1.870","1.149","721"
"2022","Zona Costa","Calp","Hombres","Españoles","503","469","34"
"2022","Zona Costa","Calp","Hombres","Extranjeros","1.367","680","687"
"2022","Zona Costa","Calp","Mujeres","Total","2.023","1.114","909"
"2022","Zona Costa","Calp","Mujeres","Españoles","497","505","-8"
"2022","Zona Costa","Calp","Mujeres","Extranjeros","1.526","609","917"
"2022","Zona Interior","Castell de Castells","Totales","Total","43","19","24"
"2022","Zona Interior","Castell de Castells","Totales","Españoles","31","14","17"
"2022","Zona Interior","Castell de Castells","Totales","Extranjeros","12","5","7"
"2022","Zona Interior","Castell de Castells","Hombres","Total","22","7","15"
"2022","Zona Interior","Castell de Castells","Hombres","Españoles","16","4","12"
"2022","Zona Interior","Castell de Castells","Hombres","Extranjeros","6","3","3"
"2022","Zona Interior","Castell de Castells","Mujeres","Total","21","12","9"
"2022","Zona Interior","Castell de Castells","Mujeres","Españoles","15","10","5"
"2022","Zona Interior","Castell de Castells","Mujeres","Extranjeros","6","2","4"
"2022","Zona Costa","Dénia","Totales","Total","4.247","2.536","1.711"
"2022","Zona Costa","Dénia","Totales","Españoles","1.609","1.820","-211"
"2022","Zona Costa","Dénia","Totales","Extranjeros","2.638","716","1.922"
"2022","Zona Costa","Dénia","Hombres","Total","2.054","1.197","857"
"2022","Zona Costa","Dénia","Hombres","Españoles","787","856","-69"
"2022","Zona Costa","Dénia","Hombres","Extranjeros","1.267","341","926"
"2022","Zona Costa","Dénia","Mujeres","Total","2.193","1.339","854"
"2022","Zona Costa","Dénia","Mujeres","Españoles","822","964","-142"
"2022","Zona Costa","Dénia","Mujeres","Extranjeros","1.371","375","996"
"2022","Zona Intermedia","Gata de Gorgos","Totales","Total","502","342","160"
"2022","Zona Intermedia","Gata de Gorgos","Totales","Españoles","213","263","-50"
"2022","Zona Intermedia","Gata de Gorgos","Totales","Extranjeros","289","79","210"
"2022","Zona Intermedia","Gata de Gorgos","Hombres","Total","277","186","91"
"2022","Zona Intermedia","Gata de Gorgos","Hombres","Españoles","111","144","-33"
"2022","Zona Intermedia","Gata de Gorgos","Hombres","Extranjeros","166","42","124"
"2022","Zona Intermedia","Gata de Gorgos","Mujeres","Total","225","156","69"
"2022","Zona Intermedia","Gata de Gorgos","Mujeres","Españoles","102","119","-17"
"2022","Zona Intermedia","Gata de Gorgos","Mujeres","Extranjeros","123","37","86"
"2022","Zona Intermedia","Xaló","Totales","Total","315","248","67"
"2022","Zona Intermedia","Xaló","Totales","Españoles","158","159","-1"
"2022","Zona Intermedia","Xaló","Totales","Extranjeros","157","89","68"
"2022","Zona Intermedia","Xaló","Hombres","Total","156","140","16"
"2022","Zona Intermedia","Xaló","Hombres","Españoles","76","91","-15"
"2022","Zona Intermedia","Xaló","Hombres","Extranjeros","80","49","31"
"2022","Zona Intermedia","Xaló","Mujeres","Total","159","108","51"
"2022","Zona Intermedia","Xaló","Mujeres","Españoles","82","68","14"
"2022","Zona Intermedia","Xaló","Mujeres","Extranjeros","77","40","37"
"2022","Zona Costa","Xàbia/Jávea","Totales","Total","3.249","2.487","762"
"2022","Zona Costa","Xàbia/Jávea","Totales","Españoles","900","1.220","-320"
"2022","Zona Costa","Xàbia/Jávea","Totales","Extranjeros","2.349","1.267","1.082"
"2022","Zona Costa","Xàbia/Jávea","Hombres","Total","1.628","1.221","407"
"2022","Zona Costa","Xàbia/Jávea","Hombres","Españoles","457","598","-141"
"2022","Zona Costa","Xàbia/Jávea","Hombres","Extranjeros","1.171","623","548"
"2022","Zona Costa","Xàbia/Jávea","Mujeres","Total","1.621","1.266","355"
"2022","Zona Costa","Xàbia/Jávea","Mujeres","Españoles","443","622","-179"
"2022","Zona Costa","Xàbia/Jávea","Mujeres","Extranjeros","1.178","644","534"
"2022","Zona Intermedia","Llíber","Totales","Total","149","138","11"
"2022","Zona Intermedia","Llíber","Totales","Españoles","54","68","-14"
"2022","Zona Intermedia","Llíber","Totales","Extranjeros","95","70","25"
"2022","Zona Intermedia","Llíber","Hombres","Total","72","63","9"
"2022","Zona Intermedia","Llíber","Hombres","Españoles","28","31","-3"
"2022","Zona Intermedia","Llíber","Hombres","Extranjeros","44","32","12"
"2022","Zona Intermedia","Llíber","Mujeres","Total","77","75","2"
"2022","Zona Intermedia","Llíber","Mujeres","Españoles","26","37","-11"
"2022","Zona Intermedia","Llíber","Mujeres","Extranjeros","51","38","13"
"2022","Zona Interior","Murla","Totales","Total","90","50","40"
"2022","Zona Interior","Murla","Totales","Españoles","49","38","11"
"2022","Zona Interior","Murla","Totales","Extranjeros","41","12","29"
"2022","Zona Interior","Murla","Hombres","Total","41","27","14"
"2022","Zona Interior","Murla","Hombres","Españoles","22","20","2"
"2022","Zona Interior","Murla","Hombres","Extranjeros","19","7","12"
"2022","Zona Interior","Murla","Mujeres","Total","49","23","26"
"2022","Zona Interior","Murla","Mujeres","Españoles","27","18","9"
"2022","Zona Interior","Murla","Mujeres","Extranjeros","22","5","17"
"2022","Zona Intermedia","Ondara","Totales","Total","675","427","248"
"2022","Zona Intermedia","Ondara","Totales","Españoles","429","360","69"
"2022","Zona Intermedia","Ondara","Totales","Extranjeros","246","67","179"
"2022","Zona Intermedia","Ondara","Hombres","Total","304","213","91"
"2022","Zona Intermedia","Ondara","Hombres","Españoles","183","178","5"
"2022","Zona Intermedia","Ondara","Hombres","Extranjeros","121","35","86"
"2022","Zona Intermedia","Ondara","Mujeres","Total","371","214","157"
"2022","Zona Intermedia","Ondara","Mujeres","Españoles","246","182","64"
"2022","Zona Intermedia","Ondara","Mujeres","Extranjeros","125","32","93"
"2022","Zona Interior","Orba","Totales","Total","238","166","72"
"2022","Zona Interior","Orba","Totales","Españoles","111","106","5"
"2022","Zona Interior","Orba","Totales","Extranjeros","127","60","67"
"2022","Zona Interior","Orba","Hombres","Total","113","88","25"
"2022","Zona Interior","Orba","Hombres","Españoles","51","58","-7"
"2022","Zona Interior","Orba","Hombres","Extranjeros","62","30","32"
"2022","Zona Interior","Orba","Mujeres","Total","125","78","47"
"2022","Zona Interior","Orba","Mujeres","Españoles","60","48","12"
"2022","Zona Interior","Orba","Mujeres","Extranjeros","65","30","35"
"2022","Zona Interior","Parcent","Totales","Total","125","94","31"
"2022","Zona Interior","Parcent","Totales","Españoles","45","69","-24"
"2022","Zona Interior","Parcent","Totales","Extranjeros","80","25","55"
"2022","Zona Interior","Parcent","Hombres","Total","54","45","9"
"2022","Zona Interior","Parcent","Hombres","Españoles","17","34","-17"
"2022","Zona Interior","Parcent","Hombres","Extranjeros","37","11","26"
"2022","Zona Interior","Parcent","Mujeres","Total","71","49","22"
"2022","Zona Interior","Parcent","Mujeres","Españoles","28","35","-7"
"2022","Zona Interior","Parcent","Mujeres","Extranjeros","43","14","29"
"2022","Zona Intermedia","Pedreguer","Totales","Total","842","574","268"
"2022","Zona Intermedia","Pedreguer","Totales","Españoles","484","434","50"
"2022","Zona Intermedia","Pedreguer","Totales","Extranjeros","358","140","218"
"2022","Zona Intermedia","Pedreguer","Hombres","Total","414","282","132"
"2022","Zona Intermedia","Pedreguer","Hombres","Españoles","238","214","24"
"2022","Zona Intermedia","Pedreguer","Hombres","Extranjeros","176","68","108"
"2022","Zona Intermedia","Pedreguer","Mujeres","Total","428","292","136"
"2022","Zona Intermedia","Pedreguer","Mujeres","Españoles","246","220","26"
"2022","Zona Intermedia","Pedreguer","Mujeres","Extranjeros","182","72","110"
"2022","Zona Intermedia","Pego","Totales","Total","645","412","233"
"2022","Zona Intermedia","Pego","Totales","Españoles","387","300","87"
"2022","Zona Intermedia","Pego","Totales","Extranjeros","258","112","146"
"2022","Zona Intermedia","Pego","Hombres","Total","314","197","117"
"2022","Zona Intermedia","Pego","Hombres","Españoles","192","147","45"
"2022","Zona Intermedia","Pego","Hombres","Extranjeros","122","50","72"
"2022","Zona Intermedia","Pego","Mujeres","Total","331","215","116"
"2022","Zona Intermedia","Pego","Mujeres","Españoles","195","153","42"
"2022","Zona Intermedia","Pego","Mujeres","Extranjeros","136","62","74"
"2022","Zona Interior","el Ràfol d'Almúnia","Totales","Total","52","49","3"
"2022","Zona Interior","el Ràfol d'Almúnia","Totales","Españoles","25","27","-2"
"2022","Zona Interior","el Ràfol d'Almúnia","Totales","Extranjeros","27","22","5"
"2022","Zona Interior","el Ràfol d'Almúnia","Hombres","Total","28","24","4"
"2022","Zona Interior","el Ràfol d'Almúnia","Hombres","Españoles","12","12","0"
"2022","Zona Interior","el Ràfol d'Almúnia","Hombres","Extranjeros","16","12","4"
"2022","Zona Interior","el Ràfol d'Almúnia","Mujeres","Total","24","25","-1"
"2022","Zona Interior","el Ràfol d'Almúnia","Mujeres","Españoles","13","15","-2"
"2022","Zona Interior","el Ràfol d'Almúnia","Mujeres","Extranjeros","11","10","1"
"2022","Zona Interior","Sagra","Totales","Total","38","28","10"
"2022","Zona Interior","Sagra","Totales","Españoles","25","19","6"
"2022","Zona Interior","Sagra","Totales","Extranjeros","13","9","4"
"2022","Zona Interior","Sagra","Hombres","Total","24","13","11"
"2022","Zona Interior","Sagra","Hombres","Españoles","17","9","8"
"2022","Zona Interior","Sagra","Hombres","Extranjeros","7","4","3"
"2022","Zona Interior","Sagra","Mujeres","Total","14","15","-1"
"2022","Zona Interior","Sagra","Mujeres","Españoles","8","10","-2"
"2022","Zona Interior","Sagra","Mujeres","Extranjeros","6","5","1"
"2022","Zona Interior","Sanet y Negrals","Totales","Total","74","61","13"
"2022","Zona Interior","Sanet y Negrals","Totales","Españoles","49","31","18"
"2022","Zona Interior","Sanet y Negrals","Totales","Extranjeros","25","30","-5"
"2022","Zona Interior","Sanet y Negrals","Hombres","Total","37","28","9"
"2022","Zona Interior","Sanet y Negrals","Hombres","Españoles","26","14","12"
"2022","Zona Interior","Sanet y Negrals","Hombres","Extranjeros","11","14","-3"
"2022","Zona Interior","Sanet y Negrals","Mujeres","Total","37","33","4"
"2022","Zona Interior","Sanet y Negrals","Mujeres","Españoles","23","17","6"
"2022","Zona Interior","Sanet y Negrals","Mujeres","Extranjeros","14","16","-2"
"2022","Zona Intermedia","Senija","Totales","Total","99","52","47"
"2022","Zona Intermedia","Senija","Totales","Españoles","63","43","20"
"2022","Zona Intermedia","Senija","Totales","Extranjeros","36","9","27"
"2022","Zona Intermedia","Senija","Hombres","Total","51","27","24"
"2022","Zona Intermedia","Senija","Hombres","Españoles","33","22","11"
"2022","Zona Intermedia","Senija","Hombres","Extranjeros","18","5","13"
"2022","Zona Intermedia","Senija","Mujeres","Total","48","25","23"
"2022","Zona Intermedia","Senija","Mujeres","Españoles","30","21","9"
"2022","Zona Intermedia","Senija","Mujeres","Extranjeros","18","4","14"
"2022","Zona Costa","Teulada","Totales","Total","1.713","1.129","584"
"2022","Zona Costa","Teulada","Totales","Españoles","535","565","-30"
"2022","Zona Costa","Teulada","Totales","Extranjeros","1.178","564","614"
"2022","Zona Costa","Teulada","Hombres","Total","863","566","297"
"2022","Zona Costa","Teulada","Hombres","Españoles","250","276","-26"
"2022","Zona Costa","Teulada","Hombres","Extranjeros","613","290","323"
"2022","Zona Costa","Teulada","Mujeres","Total","850","563","287"
"2022","Zona Costa","Teulada","Mujeres","Españoles","285","289","-4"
"2022","Zona Costa","Teulada","Mujeres","Extranjeros","565","274","291"
"2022","Zona Interior","Tormos","Totales","Total","23","14","9"
"2022","Zona Interior","Tormos","Totales","Españoles","21","8","13"
"2022","Zona Interior","Tormos","Totales","Extranjeros","2","6","-4"
"2022","Zona Interior","Tormos","Hombres","Total","11","6","5"
"2022","Zona Interior","Tormos","Hombres","Españoles","9","3","6"
"2022","Zona Interior","Tormos","Hombres","Extranjeros","2","3","-1"
"2022","Zona Interior","Tormos","Mujeres","Total","12","8","4"
"2022","Zona Interior","Tormos","Mujeres","Españoles","12","5","7"
"2022","Zona Interior","Tormos","Mujeres","Extranjeros","0","3","-3"
"2022","Zona Interior","la Vall d'Alcalà","Totales","Total","20","8","12"
"2022","Zona Interior","la Vall d'Alcalà","Totales","Españoles","13","6","7"
"2022","Zona Interior","la Vall d'Alcalà","Totales","Extranjeros","7","2","5"
"2022","Zona Interior","la Vall d'Alcalà","Hombres","Total","7","5","2"
"2022","Zona Interior","la Vall d'Alcalà","Hombres","Españoles","4","4","0"
"2022","Zona Interior","la Vall d'Alcalà","Hombres","Extranjeros","3","1","2"
"2022","Zona Interior","la Vall d'Alcalà","Mujeres","Total","13","3","10"
"2022","Zona Interior","la Vall d'Alcalà","Mujeres","Españoles","9","2","7"
"2022","Zona Interior","la Vall d'Alcalà","Mujeres","Extranjeros","4","1","3"
"2022","Zona Interior","la Vall d'Ebo","Totales","Total","22","8","14"
"2022","Zona Interior","la Vall d'Ebo","Totales","Españoles","10","5","5"
"2022","Zona Interior","la Vall d'Ebo","Totales","Extranjeros","12","3","9"
"2022","Zona Interior","la Vall d'Ebo","Hombres","Total","12","5","7"
"2022","Zona Interior","la Vall d'Ebo","Hombres","Españoles","5","3","2"
"2022","Zona Interior","la Vall d'Ebo","Hombres","Extranjeros","7","2","5"
"2022","Zona Interior","la Vall d'Ebo","Mujeres","Total","10","3","7"
"2022","Zona Interior","la Vall d'Ebo","Mujeres","Españoles","5","2","3"
"2022","Zona Interior","la Vall d'Ebo","Mujeres","Extranjeros","5","1","4"
"2022","Zona Interior","la Vall de Gallinera","Totales","Total","44","41","3"
"2022","Zona Interior","la Vall de Gallinera","Totales","Españoles","28","30","-2"
"2022","Zona Interior","la Vall de Gallinera","Totales","Extranjeros","16","11","5"
"2022","Zona Interior","la Vall de Gallinera","Hombres","Total","19","21","-2"
"2022","Zona Interior","la Vall de Gallinera","Hombres","Españoles","12","16","-4"
"2022","Zona Interior","la Vall de Gallinera","Hombres","Extranjeros","7","5","2"
"2022","Zona Interior","la Vall de Gallinera","Mujeres","Total","25","20","5"
"2022","Zona Interior","la Vall de Gallinera","Mujeres","Españoles","16","14","2"
"2022","Zona Interior","la Vall de Gallinera","Mujeres","Extranjeros","9","6","3"
"2022","Zona Interior","la Vall de Laguar","Totales","Total","102","55","47"
"2022","Zona Interior","la Vall de Laguar","Totales","Españoles","91","37","54"
"2022","Zona Interior","la Vall de Laguar","Totales","Extranjeros","11","18","-7"
"2022","Zona Interior","la Vall de Laguar","Hombres","Total","46","20","26"
"2022","Zona Interior","la Vall de Laguar","Hombres","Españoles","42","14","28"
"2022","Zona Interior","la Vall de Laguar","Hombres","Extranjeros","4","6","-2"
"2022","Zona Interior","la Vall de Laguar","Mujeres","Total","56","35","21"
"2022","Zona Interior","la Vall de Laguar","Mujeres","Españoles","49","23","26"
"2022","Zona Interior","la Vall de Laguar","Mujeres","Extranjeros","7","12","-5"
"2022","Zona Intermedia","el Verger","Totales","Total","532","363","169"
"2022","Zona Intermedia","el Verger","Totales","Españoles","357","280","77"
"2022","Zona Intermedia","el Verger","Totales","Extranjeros","175","83","92"
"2022","Zona Intermedia","el Verger","Hombres","Total","258","190","68"
"2022","Zona Intermedia","el Verger","Hombres","Españoles","176","145","31"
"2022","Zona Intermedia","el Verger","Hombres","Extranjeros","82","45","37"
"2022","Zona Intermedia","el Verger","Mujeres","Total","274","173","101"
"2022","Zona Intermedia","el Verger","Mujeres","Españoles","181","135","46"
"2022","Zona Intermedia","el Verger","Mujeres","Extranjeros","93","38","55"
"2022","Zona Costa","els Poblets","Totales","Total","370","310","60"
"2022","Zona Costa","els Poblets","Totales","Españoles","198","199","-1"
"2022","Zona Costa","els Poblets","Totales","Extranjeros","172","111","61"
"2022","Zona Costa","els Poblets","Hombres","Total","177","147","30"
"2022","Zona Costa","els Poblets","Hombres","Españoles","100","99","1"
"2022","Zona Costa","els Poblets","Hombres","Extranjeros","77","48","29"
"2022","Zona Costa","els Poblets","Mujeres","Total","193","163","30"
"2022","Zona Costa","els Poblets","Mujeres","Españoles","98","100","-2"
"2022","Zona Costa","els Poblets","Mujeres","Extranjeros","95","63","32"
"2021","-","Comunitat Valenciana","Totales","Total","181.842","128.911","52.931"
"2021","-","Comunitat Valenciana","Totales","Españoles","55.074","43.955","11.119"
"2021","-","Comunitat Valenciana","Totales","Extranjeros","126.768","84.956","41.812"
"2021","-","Comunitat Valenciana","Hombres","Total","94.572","68.975","25.597"
"2021","-","Comunitat Valenciana","Hombres","Españoles","28.426","22.991","5.435"
"2021","-","Comunitat Valenciana","Hombres","Extranjeros","66.146","45.984","20.162"
"2021","-","Comunitat Valenciana","Mujeres","Total","87.270","59.936","27.334"
"2021","-","Comunitat Valenciana","Mujeres","Españoles","26.648","20.964","5.684"
"2021","-","Comunitat Valenciana","Mujeres","Extranjeros","60.622","38.972","21.650"
"2021","-","Provincia de Alicante","Totales","Total","89.554","65.273","24.281"
"2021","-","Provincia de Alicante","Totales","Españoles","27.642","25.006","2.636"
"2021","-","Provincia de Alicante","Totales","Extranjeros","61.912","40.267","21.645"
"2021","-","Provincia de Alicante","Hombres","Total","46.638","34.532","12.106"
"2021","-","Provincia de Alicante","Hombres","Españoles","14.188","13.050","1.138"
"2021","-","Provincia de Alicante","Hombres","Extranjeros","32.450","21.482","10.968"
"2021","-","Provincia de Alicante","Mujeres","Total","42.916","30.741","12.175"
"2021","-","Provincia de Alicante","Mujeres","Españoles","13.454","11.956","1.498"
"2021","-","Provincia de Alicante","Mujeres","Extranjeros","29.462","18.785","10.677"
"2021","-","La Marina Alta","Totales","Total","18.843","13.507","5.336"
"2021","-","La Marina Alta","Totales","Españoles","7.893","7.349","544"
"2021","-","La Marina Alta","Totales","Extranjeros","10.950","6.158","4.792"
"2021","-","La Marina Alta","Hombres","Total","9.503","6.839","2.664"
"2021","-","La Marina Alta","Hombres","Españoles","3.908","3.634","274"
"2021","-","La Marina Alta","Hombres","Extranjeros","5.595","3.205","2.390"
"2021","-","La Marina Alta","Mujeres","Total","9.340","6.668","2.672"
