"Año","Zona","Ámbito geográfico","Sexo","Nacionalidad","Total Inmigraciones","Total Emigraciones","Saldo Migratorio"
"2024","-","Comunitat Valenciana","Totales","Total","411.614","295.872","115.742"
"2024","-","Comunitat Valenciana","Totales","Españoles","218.279","207.313","10.966"
"2024","-","Comunitat Valenciana","Totales","Extranjeros","193.335","88.559","104.776"
"2024","-","Comunitat Valenciana","Hombres","Total","210.351","149.719","60.632"
"2024","-","Comunitat Valenciana","Hombres","Españoles","109.298","103.722","5.576"
"2024","-","Comunitat Valenciana","Hombres","Extranjeros","101.053","45.997","55.056"
"2024","-","Comunitat Valenciana","Mujeres","Total","201.263","146.153","55.110"
"2024","-","Comunitat Valenciana","Mujeres","Españoles","108.981","103.591","5.390"
"2024","-","Comunitat Valenciana","Mujeres","Extranjeros","92.282","42.562","49.720"
"2024","-","Provincia de Alicante","Totales","Total","161.214","117.855","43.359"
"2024","-","Provincia de Alicante","Totales","Españoles","76.557","74.131","2.426"
"2024","-","Provincia de Alicante","Totales","Extranjeros","84.657","43.724","40.933"
"2024","-","Provincia de Alicante","Hombres","Total","82.759","59.436","23.323"
"2024","-","Provincia de Alicante","Hombres","Españoles","38.160","37.106","1.054"
"2024","-","Provincia de Alicante","Hombres","Extranjeros","44.599","22.330","22.269"
"2024","-","Provincia de Alicante","Mujeres","Total","78.455","58.419","20.036"
"2024","-","Provincia de Alicante","Mujeres","Españoles","38.397","37.025","1.372"
"2024","-","Provincia de Alicante","Mujeres","Extranjeros","40.058","21.394","18.664"
"2024","-","La Marina Alta","Totales","Total","19.040","15.537","3.503"
"2024","-","La Marina Alta","Totales","Españoles","8.170","8.627","-457"
"2024","-","La Marina Alta","Totales","Extranjeros","10.870","6.910","3.960"
"2024","-","La Marina Alta","Hombres","Total","9.648","7.614","2.034"
"2024","-","La Marina Alta","Hombres","Españoles","4.066","4.251","-185"
"2024","-","La Marina Alta","Hombres","Extranjeros","5.582","3.363","2.219"
"2024","-","La Marina Alta","Mujeres","Total","9.392","7.923","1.469"
"2024","-","La Marina Alta","Mujeres","Españoles","4.104","4.376","-272"
"2024","-","La Marina Alta","Mujeres","Extranjeros","5.288","3.547","1.741"
"2024","-","Zona Costa","Totales","Total","12.474","10.510","1.964"
"2024","-","Zona Costa","Totales","Españoles","4.411","5.380","-969"
"2024","-","Zona Costa","Totales","Extranjeros","8.063","5.130","2.933"
"2024","-","Zona Costa","Hombres","Total","6.291","5.152","1.139"
"2024","-","Zona Costa","Hombres","Españoles","2.174","2.667","-493"
"2024","-","Zona Costa","Hombres","Extranjeros","4.117","2.485","1.632"
"2024","-","Zona Costa","Mujeres","Total","6.183","5.358","825"
"2024","-","Zona Costa","Mujeres","Españoles","2.237","2.713","-476"
"2024","-","Zona Costa","Mujeres","Extranjeros","3.946","2.645","1.301"
"2024","-","Zona Intermedia","Totales","Total","5.039","3.819","1.220"
"2024","-","Zona Intermedia","Totales","Españoles","2.805","2.508","297"
"2024","-","Zona Intermedia","Totales","Extranjeros","2.234","1.311","923"
"2024","-","Zona Intermedia","Hombres","Total","2.578","1.903","675"
"2024","-","Zona Intermedia","Hombres","Españoles","1.427","1.249","178"
"2024","-","Zona Intermedia","Hombres","Extranjeros","1.151","654","497"
"2024","-","Zona Intermedia","Mujeres","Total","2.461","1.916","545"
"2024","-","Zona Intermedia","Mujeres","Españoles","1.378","1.259","119"
"2024","-","Zona Intermedia","Mujeres","Extranjeros","1.083","657","426"
"2024","-","Zona Interior","Totales","Total","1.527","1.208","319"
"2024","-","Zona Interior","Totales","Españoles","954","739","215"
"2024","-","Zona Interior","Totales","Extranjeros","573","469","104"
"2024","-","Zona Interior","Hombres","Total","779","559","220"
"2024","-","Zona Interior","Hombres","Españoles","465","335","130"
"2024","-","Zona Interior","Hombres","Extranjeros","314","224","90"
"2024","-","Zona Interior","Mujeres","Total","748","649","99"
"2024","-","Zona Interior","Mujeres","Españoles","489","404","85"
"2024","-","Zona Interior","Mujeres","Extranjeros","259","245","14"
"2024","Zona Interior","l'Atzúbia","Totales","Total","65","58","7"
"2024","Zona Interior","l'Atzúbia","Totales","Españoles","25","27","-2"
"2024","Zona Interior","l'Atzúbia","Totales","Extranjeros","40","31","9"
"2024","Zona Interior","l'Atzúbia","Hombres","Total","31","32","-1"
"2024","Zona Interior","l'Atzúbia","Hombres","Españoles","10","14","-4"
"2024","Zona Interior","l'Atzúbia","Hombres","Extranjeros","21","18","3"
"2024","Zona Interior","l'Atzúbia","Mujeres","Total","34","26","8"
"2024","Zona Interior","l'Atzúbia","Mujeres","Españoles","15","13","2"
"2024","Zona Interior","l'Atzúbia","Mujeres","Extranjeros","19","13","6"
"2024","Zona Interior","Alcalalí","Totales","Total","136","106","30"
"2024","Zona Interior","Alcalalí","Totales","Españoles","52","63","-11"
"2024","Zona Interior","Alcalalí","Totales","Extranjeros","84","43","41"
"2024","Zona Interior","Alcalalí","Hombres","Total","67","51","16"
"2024","Zona Interior","Alcalalí","Hombres","Españoles","23","30","-7"
"2024","Zona Interior","Alcalalí","Hombres","Extranjeros","44","21","23"
"2024","Zona Interior","Alcalalí","Mujeres","Total","69","55","14"
"2024","Zona Interior","Alcalalí","Mujeres","Españoles","29","33","-4"
"2024","Zona Interior","Alcalalí","Mujeres","Extranjeros","40","22","18"
"2024","Zona Interior","Beniarbeig","Totales","Total","312","206","106"
"2024","Zona Interior","Beniarbeig","Totales","Españoles","233","142","91"
"2024","Zona Interior","Beniarbeig","Totales","Extranjeros","79","64","15"
"2024","Zona Interior","Beniarbeig","Hombres","Total","158","102","56"
"2024","Zona Interior","Beniarbeig","Hombres","Españoles","112","67","45"
"2024","Zona Interior","Beniarbeig","Hombres","Extranjeros","46","35","11"
"2024","Zona Interior","Beniarbeig","Mujeres","Total","154","104","50"
"2024","Zona Interior","Beniarbeig","Mujeres","Españoles","121","75","46"
"2024","Zona Interior","Beniarbeig","Mujeres","Extranjeros","33","29","4"
"2024","Zona Interior","Benigembla","Totales","Total","62","45","17"
"2024","Zona Interior","Benigembla","Totales","Españoles","38","30","8"
"2024","Zona Interior","Benigembla","Totales","Extranjeros","24","15","9"
"2024","Zona Interior","Benigembla","Hombres","Total","29","16","13"
"2024","Zona Interior","Benigembla","Hombres","Españoles","19","11","8"
"2024","Zona Interior","Benigembla","Hombres","Extranjeros","10","5","5"
"2024","Zona Interior","Benigembla","Mujeres","Total","33","29","4"
"2024","Zona Interior","Benigembla","Mujeres","Españoles","19","19","0"
"2024","Zona Interior","Benigembla","Mujeres","Extranjeros","14","10","4"
"2024","Zona Interior","Benidoleig","Totales","Total","146","109","37"
"2024","Zona Interior","Benidoleig","Totales","Españoles","94","72","22"
"2024","Zona Interior","Benidoleig","Totales","Extranjeros","52","37","15"
"2024","Zona Interior","Benidoleig","Hombres","Total","76","57","19"
"2024","Zona Interior","Benidoleig","Hombres","Españoles","47","36","11"
"2024","Zona Interior","Benidoleig","Hombres","Extranjeros","29","21","8"
"2024","Zona Interior","Benidoleig","Mujeres","Total","70","52","18"
"2024","Zona Interior","Benidoleig","Mujeres","Españoles","47","36","11"
"2024","Zona Interior","Benidoleig","Mujeres","Extranjeros","23","16","7"
"2024","Zona Interior","Benimeli","Totales","Total","58","23","35"
"2024","Zona Interior","Benimeli","Totales","Españoles","43","11","32"
"2024","Zona Interior","Benimeli","Totales","Extranjeros","15","12","3"
"2024","Zona Interior","Benimeli","Hombres","Total","34","8","26"
"2024","Zona Interior","Benimeli","Hombres","Españoles","22","2","20"
"2024","Zona Interior","Benimeli","Hombres","Extranjeros","12","6","6"
"2024","Zona Interior","Benimeli","Mujeres","Total","24","15","9"
"2024","Zona Interior","Benimeli","Mujeres","Españoles","21","9","12"
"2024","Zona Interior","Benimeli","Mujeres","Extranjeros","3","6","-3"
"2024","Zona Intermedia","Benissa","Totales","Total","1.118","959","159"
"2024","Zona Intermedia","Benissa","Totales","Españoles","479","542","-63"
"2024","Zona Intermedia","Benissa","Totales","Extranjeros","639","417","222"
"2024","Zona Intermedia","Benissa","Hombres","Total","577","458","119"
"2024","Zona Intermedia","Benissa","Hombres","Españoles","235","245","-10"
"2024","Zona Intermedia","Benissa","Hombres","Extranjeros","342","213","129"
"2024","Zona Intermedia","Benissa","Mujeres","Total","541","501","40"
"2024","Zona Intermedia","Benissa","Mujeres","Españoles","244","297","-53"
"2024","Zona Intermedia","Benissa","Mujeres","Extranjeros","297","204","93"
"2024","Zona Costa","Poble Nou de Benitatxell","Totales","Total","725","651","74"
"2024","Zona Costa","Poble Nou de Benitatxell","Totales","Españoles","281","320","-39"
"2024","Zona Costa","Poble Nou de Benitatxell","Totales","Extranjeros","444","331","113"
"2024","Zona Costa","Poble Nou de Benitatxell","Hombres","Total","368","334","34"
"2024","Zona Costa","Poble Nou de Benitatxell","Hombres","Españoles","152","165","-13"
"2024","Zona Costa","Poble Nou de Benitatxell","Hombres","Extranjeros","216","169","47"
"2024","Zona Costa","Poble Nou de Benitatxell","Mujeres","Total","357","317","40"
"2024","Zona Costa","Poble Nou de Benitatxell","Mujeres","Españoles","129","155","-26"
"2024","Zona Costa","Poble Nou de Benitatxell","Mujeres","Extranjeros","228","162","66"
"2024","Zona Costa","Calp","Totales","Total","3.179","2.335","844"
"2024","Zona Costa","Calp","Totales","Españoles","928","1.096","-168"
"2024","Zona Costa","Calp","Totales","Extranjeros","2.251","1.239","1.012"
"2024","Zona Costa","Calp","Hombres","Total","1.652","1.140","512"
"2024","Zona Costa","Calp","Hombres","Españoles","461","541","-80"
"2024","Zona Costa","Calp","Hombres","Extranjeros","1.191","599","592"
"2024","Zona Costa","Calp","Mujeres","Total","1.527","1.195","332"
"2024","Zona Costa","Calp","Mujeres","Españoles","467","555","-88"
"2024","Zona Costa","Calp","Mujeres","Extranjeros","1.060","640","420"
"2024","Zona Interior","Castell de Castells","Totales","Total","46","40","6"
"2024","Zona Interior","Castell de Castells","Totales","Españoles","37","36","1"
"2024","Zona Interior","Castell de Castells","Totales","Extranjeros","9","4","5"
"2024","Zona Interior","Castell de Castells","Hombres","Total","20","19","1"
"2024","Zona Interior","Castell de Castells","Hombres","Españoles","15","18","-3"
"2024","Zona Interior","Castell de Castells","Hombres","Extranjeros","5","1","4"
"2024","Zona Interior","Castell de Castells","Mujeres","Total","26","21","5"
"2024","Zona Interior","Castell de Castells","Mujeres","Españoles","22","18","4"
"2024","Zona Interior","Castell de Castells","Mujeres","Extranjeros","4","3","1"
"2024","Zona Costa","Dénia","Totales","Total","3.771","3.338","433"
"2024","Zona Costa","Dénia","Totales","Españoles","1.599","1.924","-325"
"2024","Zona Costa","Dénia","Totales","Extranjeros","2.172","1.414","758"
"2024","Zona Costa","Dénia","Hombres","Total","1.788","1.609","179"
"2024","Zona Costa","Dénia","Hombres","Españoles","752","936","-184"
"2024","Zona Costa","Dénia","Hombres","Extranjeros","1.036","673","363"
"2024","Zona Costa","Dénia","Mujeres","Total","1.983","1.729","254"
"2024","Zona Costa","Dénia","Mujeres","Españoles","847","988","-141"
"2024","Zona Costa","Dénia","Mujeres","Extranjeros","1.136","741","395"
"2024","Zona Intermedia","Gata de Gorgos","Totales","Total","535","406","129"
"2024","Zona Intermedia","Gata de Gorgos","Totales","Españoles","287","256","31"
"2024","Zona Intermedia","Gata de Gorgos","Totales","Extranjeros","248","150","98"
"2024","Zona Intermedia","Gata de Gorgos","Hombres","Total","296","211","85"
"2024","Zona Intermedia","Gata de Gorgos","Hombres","Españoles","144","135","9"
"2024","Zona Intermedia","Gata de Gorgos","Hombres","Extranjeros","152","76","76"
"2024","Zona Intermedia","Gata de Gorgos","Mujeres","Total","239","195","44"
"2024","Zona Intermedia","Gata de Gorgos","Mujeres","Españoles","143","121","22"
"2024","Zona Intermedia","Gata de Gorgos","Mujeres","Extranjeros","96","74","22"
"2024","Zona Intermedia","Xaló","Totales","Total","310","227","83"
"2024","Zona Intermedia","Xaló","Totales","Españoles","159","145","14"
"2024","Zona Intermedia","Xaló","Totales","Extranjeros","151","82","69"
"2024","Zona Intermedia","Xaló","Hombres","Total","154","121","33"
"2024","Zona Intermedia","Xaló","Hombres","Españoles","90","80","10"
"2024","Zona Intermedia","Xaló","Hombres","Extranjeros","64","41","23"
"2024","Zona Intermedia","Xaló","Mujeres","Total","156","106","50"
"2024","Zona Intermedia","Xaló","Mujeres","Españoles","69","65","4"
"2024","Zona Intermedia","Xaló","Mujeres","Extranjeros","87","41","46"
"2024","Zona Costa","Xàbia/Jávea","Totales","Total","3.114","2.700","414"
"2024","Zona Costa","Xàbia/Jávea","Totales","Españoles","905","1.236","-331"
"2024","Zona Costa","Xàbia/Jávea","Totales","Extranjeros","2.209","1.464","745"
"2024","Zona Costa","Xàbia/Jávea","Hombres","Total","1.634","1.319","315"
"2024","Zona Costa","Xàbia/Jávea","Hombres","Españoles","480","626","-146"
"2024","Zona Costa","Xàbia/Jávea","Hombres","Extranjeros","1.154","693","461"
"2024","Zona Costa","Xàbia/Jávea","Mujeres","Total","1.480","1.381","99"
"2024","Zona Costa","Xàbia/Jávea","Mujeres","Españoles","425","610","-185"
"2024","Zona Costa","Xàbia/Jávea","Mujeres","Extranjeros","1.055","771","284"
"2024","Zona Intermedia","Llíber","Totales","Total","86","127","-41"
"2024","Zona Intermedia","Llíber","Totales","Españoles","43","51","-8"
"2024","Zona Intermedia","Llíber","Totales","Extranjeros","43","76","-33"
"2024","Zona Intermedia","Llíber","Hombres","Total","33","60","-27"
"2024","Zona Intermedia","Llíber","Hombres","Españoles","17","24","-7"
"2024","Zona Intermedia","Llíber","Hombres","Extranjeros","16","36","-20"
"2024","Zona Intermedia","Llíber","Mujeres","Total","53","67","-14"
"2024","Zona Intermedia","Llíber","Mujeres","Españoles","26","27","-1"
"2024","Zona Intermedia","Llíber","Mujeres","Extranjeros","27","40","-13"
"2024","Zona Interior","Murla","Totales","Total","46","48","-2"
"2024","Zona Interior","Murla","Totales","Españoles","30","34","-4"
"2024","Zona Interior","Murla","Totales","Extranjeros","16","14","2"
"2024","Zona Interior","Murla","Hombres","Total","22","16","6"
"2024","Zona Interior","Murla","Hombres","Españoles","16","12","4"
"2024","Zona Interior","Murla","Hombres","Extranjeros","6","4","2"
"2024","Zona Interior","Murla","Mujeres","Total","24","32","-8"
"2024","Zona Interior","Murla","Mujeres","Españoles","14","22","-8"
"2024","Zona Interior","Murla","Mujeres","Extranjeros","10","10","0"
"2024","Zona Intermedia","Ondara","Totales","Total","767","546","221"
"2024","Zona Intermedia","Ondara","Totales","Españoles","468","425","43"
"2024","Zona Intermedia","Ondara","Totales","Extranjeros","299","121","178"
"2024","Zona Intermedia","Ondara","Hombres","Total","381","282","99"
"2024","Zona Intermedia","Ondara","Hombres","Españoles","236","216","20"
"2024","Zona Intermedia","Ondara","Hombres","Extranjeros","145","66","79"
"2024","Zona Intermedia","Ondara","Mujeres","Total","386","264","122"
"2024","Zona Intermedia","Ondara","Mujeres","Españoles","232","209","23"
"2024","Zona Intermedia","Ondara","Mujeres","Extranjeros","154","55","99"
"2024","Zona Interior","Orba","Totales","Total","205","192","13"
"2024","Zona Interior","Orba","Totales","Españoles","108","77","31"
"2024","Zona Interior","Orba","Totales","Extranjeros","97","115","-18"
"2024","Zona Interior","Orba","Hombres","Total","103","88","15"
"2024","Zona Interior","Orba","Hombres","Españoles","50","35","15"
"2024","Zona Interior","Orba","Hombres","Extranjeros","53","53","0"
"2024","Zona Interior","Orba","Mujeres","Total","102","104","-2"
"2024","Zona Interior","Orba","Mujeres","Españoles","58","42","16"
"2024","Zona Interior","Orba","Mujeres","Extranjeros","44","62","-18"
"2024","Zona Interior","Parcent","Totales","Total","105","82","23"
"2024","Zona Interior","Parcent","Totales","Españoles","58","55","3"
"2024","Zona Interior","Parcent","Totales","Extranjeros","47","27","20"
"2024","Zona Interior","Parcent","Hombres","Total","52","36","16"
"2024","Zona Interior","Parcent","Hombres","Españoles","27","25","2"
"2024","Zona Interior","Parcent","Hombres","Extranjeros","25","11","14"
"2024","Zona Interior","Parcent","Mujeres","Total","53","46","7"
"2024","Zona Interior","Parcent","Mujeres","Españoles","31","30","1"
"2024","Zona Interior","Parcent","Mujeres","Extranjeros","22","16","6"
"2024","Zona Intermedia","Pedreguer","Totales","Total","773","585","188"
"2024","Zona Intermedia","Pedreguer","Totales","Españoles","477","391","86"
"2024","Zona Intermedia","Pedreguer","Totales","Extranjeros","296","194","102"
"2024","Zona Intermedia","Pedreguer","Hombres","Total","426","289","137"
"2024","Zona Intermedia","Pedreguer","Hombres","Españoles","265","190","75"
"2024","Zona Intermedia","Pedreguer","Hombres","Extranjeros","161","99","62"
"2024","Zona Intermedia","Pedreguer","Mujeres","Total","347","296","51"
"2024","Zona Intermedia","Pedreguer","Mujeres","Españoles","212","201","11"
"2024","Zona Intermedia","Pedreguer","Mujeres","Extranjeros","135","95","40"
"2024","Zona Intermedia","Pego","Totales","Total","741","509","232"
"2024","Zona Intermedia","Pego","Totales","Españoles","452","336","116"
"2024","Zona Intermedia","Pego","Totales","Extranjeros","289","173","116"
"2024","Zona Intermedia","Pego","Hombres","Total","368","251","117"
"2024","Zona Intermedia","Pego","Hombres","Españoles","228","177","51"
"2024","Zona Intermedia","Pego","Hombres","Extranjeros","140","74","66"
"2024","Zona Intermedia","Pego","Mujeres","Total","373","258","115"
"2024","Zona Intermedia","Pego","Mujeres","Españoles","224","159","65"
"2024","Zona Intermedia","Pego","Mujeres","Extranjeros","149","99","50"
"2024","Zona Interior","el Ràfol d'Almúnia","Totales","Total","78","56","22"
"2024","Zona Interior","el Ràfol d'Almúnia","Totales","Españoles","38","38","0"
"2024","Zona Interior","el Ràfol d'Almúnia","Totales","Extranjeros","40","18","22"
"2024","Zona Interior","el Ràfol d'Almúnia","Hombres","Total","40","25","15"
"2024","Zona Interior","el Ràfol d'Almúnia","Hombres","Españoles","19","18","1"
"2024","Zona Interior","el Ràfol d'Almúnia","Hombres","Extranjeros","21","7","14"
"2024","Zona Interior","el Ràfol d'Almúnia","Mujeres","Total","38","31","7"
"2024","Zona Interior","el Ràfol d'Almúnia","Mujeres","Españoles","19","20","-1"
"2024","Zona Interior","el Ràfol d'Almúnia","Mujeres","Extranjeros","19","11","8"
"2024","Zona Interior","Sagra","Totales","Total","37","32","5"
"2024","Zona Interior","Sagra","Totales","Españoles","28","21","7"
"2024","Zona Interior","Sagra","Totales","Extranjeros","9","11","-2"
"2024","Zona Interior","Sagra","Hombres","Total","20","18","2"
"2024","Zona Interior","Sagra","Hombres","Españoles","15","11","4"
"2024","Zona Interior","Sagra","Hombres","Extranjeros","5","7","-2"
"2024","Zona Interior","Sagra","Mujeres","Total","17","14","3"
"2024","Zona Interior","Sagra","Mujeres","Españoles","13","10","3"
"2024","Zona Interior","Sagra","Mujeres","Extranjeros","4","4","0"
"2024","Zona Interior","Sanet y Negrals","Totales","Total","54","67","-13"
"2024","Zona Interior","Sanet y Negrals","Totales","Españoles","38","42","-4"
"2024","Zona Interior","Sanet y Negrals","Totales","Extranjeros","16","25","-9"
"2024","Zona Interior","Sanet y Negrals","Hombres","Total","25","27","-2"
"2024","Zona Interior","Sanet y Negrals","Hombres","Españoles","16","16","0"
"2024","Zona Interior","Sanet y Negrals","Hombres","Extranjeros","9","11","-2"
"2024","Zona Interior","Sanet y Negrals","Mujeres","Total","29","40","-11"
"2024","Zona Interior","Sanet y Negrals","Mujeres","Españoles","22","26","-4"
"2024","Zona Interior","Sanet y Negrals","Mujeres","Extranjeros","7","14","-7"
"2024","Zona Intermedia","Senija","Totales","Total","73","71","2"
"2024","Zona Intermedia","Senija","Totales","Españoles","36","50","-14"
"2024","Zona Intermedia","Senija","Totales","Extranjeros","37","21","16"
"2024","Zona Intermedia","Senija","Hombres","Total","34","42","-8"
"2024","Zona Intermedia","Senija","Hombres","Españoles","19","26","-7"
"2024","Zona Intermedia","Senija","Hombres","Extranjeros","15","16","-1"
"2024","Zona Intermedia","Senija","Mujeres","Total","39","29","10"
"2024","Zona Intermedia","Senija","Mujeres","Españoles","17","24","-7"
"2024","Zona Intermedia","Senija","Mujeres","Extranjeros","22","5","17"
"2024","Zona Costa","Teulada","Totales","Total","1.352","1.211","141"
"2024","Zona Costa","Teulada","Totales","Españoles","477","630","-153"
"2024","Zona Costa","Teulada","Totales","Extranjeros","875","581","294"
"2024","Zona Costa","Teulada","Hombres","Total","694","621","73"
"2024","Zona Costa","Teulada","Hombres","Españoles","231","318","-87"
"2024","Zona Costa","Teulada","Hombres","Extranjeros","463","303","160"
"2024","Zona Costa","Teulada","Mujeres","Total","658","590","68"
"2024","Zona Costa","Teulada","Mujeres","Españoles","246","312","-66"
"2024","Zona Costa","Teulada","Mujeres","Extranjeros","412","278","134"
"2024","Zona Interior","Tormos","Totales","Total","24","27","-3"
"2024","Zona Interior","Tormos","Totales","Españoles","19","11","8"
"2024","Zona Interior","Tormos","Totales","Extranjeros","5","16","-11"
"2024","Zona Interior","Tormos","Hombres","Total","12","12","0"
"2024","Zona Interior","Tormos","Hombres","Españoles","10","3","7"
"2024","Zona Interior","Tormos","Hombres","Extranjeros","2","9","-7"
"2024","Zona Interior","Tormos","Mujeres","Total","12","15","-3"
"2024","Zona Interior","Tormos","Mujeres","Españoles","9","8","1"
"2024","Zona Interior","Tormos","Mujeres","Extranjeros","3","7","-4"
"2024","Zona Interior","la Vall d'Alcalà","Totales","Total","11","24","-13"
"2024","Zona Interior","la Vall d'Alcalà","Totales","Españoles","11","19","-8"
"2024","Zona Interior","la Vall d'Alcalà","Totales","Extranjeros","0","5","-5"
"2024","Zona Interior","la Vall d'Alcalà","Hombres","Total","5","10","-5"
"2024","Zona Interior","la Vall d'Alcalà","Hombres","Españoles","5","8","-3"
"2024","Zona Interior","la Vall d'Alcalà","Hombres","Extranjeros","0","2","-2"
"2024","Zona Interior","la Vall d'Alcalà","Mujeres","Total","6","14","-8"
"2024","Zona Interior","la Vall d'Alcalà","Mujeres","Españoles","6","11","-5"
"2024","Zona Interior","la Vall d'Alcalà","Mujeres","Extranjeros","0","3","-3"
"2024","Zona Interior","la Vall d'Ebo","Totales","Total","11","12","-1"
"2024","Zona Interior","la Vall d'Ebo","Totales","Españoles","7","6","1"
"2024","Zona Interior","la Vall d'Ebo","Totales","Extranjeros","4","6","-2"
"2024","Zona Interior","la Vall d'Ebo","Hombres","Total","6","6","0"
"2024","Zona Interior","la Vall d'Ebo","Hombres","Españoles","4","3","1"
"2024","Zona Interior","la Vall d'Ebo","Hombres","Extranjeros","2","3","-1"
"2024","Zona Interior","la Vall d'Ebo","Mujeres","Total","5","6","-1"
"2024","Zona Interior","la Vall d'Ebo","Mujeres","Españoles","3","3","0"
"2024","Zona Interior","la Vall d'Ebo","Mujeres","Extranjeros","2","3","-1"
"2024","Zona Interior","la Vall de Gallinera","Totales","Total","44","35","9"
"2024","Zona Interior","la Vall de Gallinera","Totales","Españoles","31","19","12"
"2024","Zona Interior","la Vall de Gallinera","Totales","Extranjeros","13","16","-3"
"2024","Zona Interior","la Vall de Gallinera","Hombres","Total","27","16","11"
"2024","Zona Interior","la Vall de Gallinera","Hombres","Españoles","16","10","6"
"2024","Zona Interior","la Vall de Gallinera","Hombres","Extranjeros","11","6","5"
"2024","Zona Interior","la Vall de Gallinera","Mujeres","Total","17","19","-2"
"2024","Zona Interior","la Vall de Gallinera","Mujeres","Españoles","15","9","6"
"2024","Zona Interior","la Vall de Gallinera","Mujeres","Extranjeros","2","10","-8"
"2024","Zona Interior","la Vall de Laguar","Totales","Total","87","46","41"
"2024","Zona Interior","la Vall de Laguar","Totales","Españoles","64","36","28"
"2024","Zona Interior","la Vall de Laguar","Totales","Extranjeros","23","10","13"
"2024","Zona Interior","la Vall de Laguar","Hombres","Total","52","20","32"
"2024","Zona Interior","la Vall de Laguar","Hombres","Españoles","39","16","23"
"2024","Zona Interior","la Vall de Laguar","Hombres","Extranjeros","13","4","9"
"2024","Zona Interior","la Vall de Laguar","Mujeres","Total","35","26","9"
"2024","Zona Interior","la Vall de Laguar","Mujeres","Españoles","25","20","5"
"2024","Zona Interior","la Vall de Laguar","Mujeres","Extranjeros","10","6","4"
"2024","Zona Intermedia","el Verger","Totales","Total","636","389","247"
"2024","Zona Intermedia","el Verger","Totales","Españoles","404","312","92"
"2024","Zona Intermedia","el Verger","Totales","Extranjeros","232","77","155"
"2024","Zona Intermedia","el Verger","Hombres","Total","309","189","120"
"2024","Zona Intermedia","el Verger","Hombres","Españoles","193","156","37"
"2024","Zona Intermedia","el Verger","Hombres","Extranjeros","116","33","83"
"2024","Zona Intermedia","el Verger","Mujeres","Total","327","200","127"
"2024","Zona Intermedia","el Verger","Mujeres","Españoles","211","156","55"
"2024","Zona Intermedia","el Verger","Mujeres","Extranjeros","116","44","72"
"2024","Zona Costa","els Poblets","Totales","Total","333","275","58"
"2024","Zona Costa","els Poblets","Totales","Españoles","221","174","47"
"2024","Zona Costa","els Poblets","Totales","Extranjeros","112","101","11"
"2024","Zona Costa","els Poblets","Hombres","Total","155","129","26"
"2024","Zona Costa","els Poblets","Hombres","Españoles","98","81","17"
"2024","Zona Costa","els Poblets","Hombres","Extranjeros","57","48","9"
"2024","Zona Costa","els Poblets","Mujeres","Total","178","146","32"
"2024","Zona Costa","els Poblets","Mujeres","Españoles","123","93","30"
"2024","Zona Costa","els Poblets","Mujeres","Extranjeros","55","53","2"
"2023","-","Comunitat Valenciana","Totales","Total","245.647","132.518","113.129"
"2023","-","Comunitat Valenciana","Totales","Españoles","59.225","48.398","10.827"
"2023","-","Comunitat Valenciana","Totales","Extranjeros","186.422","84.120","102.302"
"2023","-","Comunitat Valenciana","Hombres","Total","124.672","69.353","55.319"
"2023","-","Comunitat Valenciana","Hombres","Españoles","30.196","24.637","5.559"
"2023","-","Comunitat Valenciana","Hombres","Extranjeros","94.476","44.716","49.760"
"2023","-","Comunitat Valenciana","Mujeres","Total","120.975","63.165","57.810"
"2023","-","Comunitat Valenciana","Mujeres","Españoles","29.029","23.761","5.268"
"2023","-","Comunitat Valenciana","Mujeres","Extranjeros","91.946","39.404","52.542"
"2023","-","Provincia de Alicante","Totales","Total","110.056","69.254","40.802"
"2023","-","Provincia de Alicante","Totales","Españoles","28.642","26.722","1.920"
"2023","-","Provincia de Alicante","Totales","Extranjeros","81.414","42.532","38.882"
"2023","-","Provincia de Alicante","Hombres","Total","56.008","35.945","20.063"
"2023","-","Provincia de Alicante","Hombres","Españoles","14.405","13.591","814"
"2023","-","Provincia de Alicante","Hombres","Extranjeros","41.603","22.354","19.249"
"2023","-","Provincia de Alicante","Mujeres","Total","54.048","33.309","20.739"
"2023","-","Provincia de Alicante","Mujeres","Españoles","14.237","13.131","1.106"
"2023","-","Provincia de Alicante","Mujeres","Extranjeros","39.811","20.178","19.633"
"2023","-","La Marina Alta","Totales","Total","19.069","15.189","3.880"
"2023","-","La Marina Alta","Totales","Españoles","8.144","8.315","-171"
"2023","-","La Marina Alta","Totales","Extranjeros","10.925","6.874","4.051"
"2023","-","La Marina Alta","Hombres","Total","9.543","7.596","1.947"
"2023","-","La Marina Alta","Hombres","Españoles","4.010","4.093","-83"
"2023","-","La Marina Alta","Hombres","Extranjeros","5.533","3.503","2.030"
"2023","-","La Marina Alta","Mujeres","Total","9.526","7.593","1.933"
"2023","-","La Marina Alta","Mujeres","Españoles","4.134","4.222","-88"
"2023","-","La Marina Alta","Mujeres","Extranjeros","5.392","3.371","2.021"
"2023","-","Zona Costa","Totales","Total","12.849","10.110","2.739"
"2023","-","Zona Costa","Totales","Españoles","4.592","5.132","-540"
"2023","-","Zona Costa","Totales","Extranjeros","8.257","4.978","3.279"
"2023","-","Zona Costa","Hombres","Total","6.430","5.067","1.363"
"2023","-","Zona Costa","Hombres","Españoles","2.266","2.530","-264"
